store_name,date,type,floor,enter_cnt,exit_cnt,enter_rate,watcher_cnt,female,ageless16,age17to30,age31to45,age46to60,bodyfat,bodynormal,bodythin,customer,employee,hs_baldhead,hs_hat,hs_glasses
AAPE,2021-02-14,accessories,L1,978,796,0.046407896,2736,0.360767,0.0202931,0.552424,0.346111,0.0811725,0.0507328,0.939121,0.0101466,0.998873,0.0011274,0,0.0507328,0.0225479
HairCode,2021-02-09,fashions,B1,294,253,0.009492445,0,0.433272,0.0146252,0.1883,0.464351,0.332724,0.00182815,0.990859,0.00731261,0.723949,0.276051,0,0.0383912,0
GEMMO,2021-02-07,fashions,L2,246,171,0.026632023,738,0.522782,0.057554,0.342926,0.551559,0.0479616,0.0191847,0.94964,0.0311751,0.997602,0.00239808,0,0.0143885,0.0359712
KIDSIMLE,2021-02-02,kids & babies,L3,41,34,0.009213483,147,0.68,0.146667,0.373333,0.386667,0.0933333,0,0.973333,0.0266667,1,0,0,0.04,0.0533333
EVISUKURO,2021-02-16,fashions,L1,1101,914,0.035981568,5300,0.526551,0.0545906,0.465012,0.414392,0.066005,0.0114144,0.984615,0.00397022,1,0,0,0.0208437,0.00496278
Duniang Hotpot,2021-02-02,consumer electronics,B1,161,77,0.042279412,883,0.302521,0.00420168,0.369748,0.428571,0.197479,0,0.970588,0.0294118,1,0,0,0.0336134,0
AAPE,2021-02-09,accessories,L1,439,346,0.055831108,1090,0.363057,0.0101911,0.658599,0.267516,0.0636943,0.0522293,0.943949,0.00382166,1,0,0,0.0675159,0.0280255
AAPE,2021-02-04,accessories,L1,210,152,0.047479087,497,0.30663,0.0110497,0.665746,0.267956,0.0552486,0.038674,0.958564,0.00276243,1,0,0,0.0939227,0.0331492
Cici Beauty,2021-02-02,fashions,B2,7,9,0.000421154,327,0.375,0,0.5625,0.4375,0,0,1,0,1,0,0,0,0
Lynn&Milo,2021-02-12,fashions,L3,421,297,0.02516588,1898,0.611421,0.142061,0.501393,0.320334,0.0362117,0.00417827,0.962395,0.0334262,1,0,0,0.0153203,0.00417827
HUAWEI,2021-02-17,kids & babies,B2,1056,1108,0.038986931,3754,0.482902,0.0226433,0.497689,0.440388,0.0392791,0.0785582,0.910351,0.0110906,1,0,0.000924214,0.0975046,0.0928835
ZARA,2021-02-13,facilities,L1,2015,1999,0.059918523,1217,0.616094,0.0580468,0.527653,0.365969,0.0483308,0.0154459,0.934728,0.0498256,0.999253,0.000747384,0,0.0523169,0.019432
PERFECT DIARY,2021-02-09,kids & babies,B1,4502,3568,0.048300575,1870,0.764064,0.0416357,0.522429,0.374473,0.0614622,0.0332094,0.940273,0.026518,0.998513,0.00148699,0.000743494,0.0483271,0.0240397
DJI,2021-02-02,consumer electronics,B2,14,7,0.000842308,176,0.333333,0.0952381,0.52381,0.380952,0,0,1,0,1,0,0,0.0476191,0
ShiningHouse,2021-02-14,jewelry,L1,293,237,0.013903388,926,0.324528,0.0679245,0.490566,0.39434,0.0471698,0.0584906,0.90566,0.0358491,0.998113,0.00188679,0,0.0433962,0.0283019
Siyuehetun,2021-02-19,kids & babies,L6,104,71,0.031639793,254,0.28,0.0114286,0.537143,0.405714,0.0457143,0.00571429,0.925714,0.0685714,1,0,0,0.0685714,0.08
KIDSIMLE,2021-02-03,kids & babies,L3,44,36,0.008964955,144,0.675,0.1,0.325,0.4,0.175,0,0.975,0.025,1,0,0,0.025,0
HairCode,2021-02-03,fashions,B1,128,87,0.007097704,0,0.516279,0.0372093,0.330233,0.516279,0.116279,0,0.981395,0.0186046,0.967442,0.0325581,0,0.0976744,0
Duniang Hotpot,2021-02-03,consumer electronics,B1,142,79,0.043719212,860,0.253394,0.00452489,0.334842,0.361991,0.298643,0,0.977376,0.0226244,1,0,0,0.0542986,0.00452489
gb,2021-02-15,fashions,L3,393,332,0.012390831,917,0.562759,0.115862,0.244138,0.550345,0.0896552,0.00413793,0.944828,0.0510345,0.990345,0.00965517,0.00275862,0.0413793,0.00275862
AAPE,2021-02-03,accessories,L1,210,158,0.04985755,470,0.317935,0.0163044,0.627717,0.30163,0.0543478,0.0516304,0.940217,0.00815217,1,0,0,0.0625,0.0298913
KT World,2021-02-14,fashions,B1,1327,741,0.027445141,4491,0.353482,0.0212766,0.294971,0.636847,0.0469052,0.0319149,0.965667,0.0024178,0.999516,0.000483559,0,0.0125725,0.016441
City Garden,2021-02-18,kids & babies,L5,1,3,0.000204415,0,0.25,0,0.5,0.5,0,0,1,0,1,0,0,0,0
TOMMY HILFIGER,2021-02-08,facilities,L1,125,155,0.021995425,721,0.5,0.0321429,0.521429,0.410714,0.0357143,0.05,0.878571,0.0714286,1,0,0,0.0785714,0.0678571
Siyuehetun,2021-02-20,kids & babies,L6,75,54,0.023496241,131,0.44186,0.00775194,0.534884,0.426357,0.0310078,0.0155039,0.945736,0.0387597,1,0,0,0.0465116,0.0852713
Cool zone,2021-02-08,kids & babies,L3,47,46,0.016336462,77,0.419355,0.139785,0.27957,0.526882,0.0537634,0.0537634,0.870968,0.0752688,1,0,0,0.11828,0.0967742
City Garden,2021-02-14,kids & babies,L5,100,64,0.003938403,179,0.365854,0.00609756,0.451219,0.384146,0.158537,0.00609756,0.993902,0,1,0,0,0.0792683,0.00609756
Adidas Originals,2021-02-19,accessories,B1,1187,1187,0.05750969,1920,0.426285,0.0168492,0.490733,0.438922,0.0534962,0.0303286,0.962932,0.00673968,1,0,0.00042123,0.047599,0.0358046
OSIM,2021-02-20,consumer electronics,L4,133,129,0.01888668,611,0.736641,0.0572519,0.240458,0.60687,0.0954198,0.00763359,0.969466,0.0229008,1,0,0,0.00381679,0.0458015
AAPE,2021-02-18,accessories,L1,263,209,0.042826901,768,0.332627,0.0317797,0.601695,0.298729,0.0677966,0.0508475,0.940678,0.00847458,0.997881,0.00211864,0,0.0720339,0.0211864
Duniang Hotpot,2021-02-04,consumer electronics,B1,266,184,0.045665236,1148,0.371111,0.02,0.38,0.422222,0.177778,0.0155556,0.942222,0.0422222,1,0,0,0.0555556,0
HairCode,2021-02-04,fashions,B1,128,80,0.006383722,0,0.533654,0.0528846,0.293269,0.519231,0.134615,0,0.990385,0.00961538,0.9375,0.0625,0,0.0625,0
YSL,2021-02-01,facilities,L1,3249,2406,2.685123967,3138,0.441556,0.126437,0.359682,0.450928,0.0629531,0.00353669,0.96481,0.0316534,1,0,0,0.0159151,0.00229885
Lynn&Milo,2021-02-13,fashions,L3,427,321,0.019480816,2640,0.668449,0.137701,0.487968,0.322192,0.052139,0.0026738,0.983957,0.013369,1,0,0,0.0160428,0.00534759
Siyuehetun,2021-02-10,kids & babies,L6,67,36,0.017192712,489,0.291262,0,0.61165,0.359223,0.0291262,0.038835,0.893204,0.0679612,1,0,0,0.0582524,0.213592
KT World,2021-02-15,fashions,B1,1139,741,0.024504636,4401,0.355851,0.0218085,0.298404,0.643085,0.0367021,0.0345745,0.958511,0.00691489,1,0,0,0.0180851,0.0117021
ShiningHouse,2021-02-04,jewelry,L1,41,25,0.009269726,74,0.318182,0.0151515,0.545455,0.378788,0.0606061,0.0909091,0.848485,0.0606061,1,0,0,0.0151515,0.0454545
NIO,2021-02-10,kids & babies,L1,1003,919,0.022228625,954,0.468783,0.154006,0.300208,0.488033,0.0577523,0.0306972,0.906348,0.0629553,0.998959,0.00104058,0.000520291,0.0515088,0.0317378
GOFI Disney,2021-02-14,fashions,L3,429,346,0.038372093,351,0.510968,0.0658064,0.423226,0.40129,0.109677,0.0412903,0.895484,0.0632258,1,0,0.00129032,0.0877419,0.0593548
TOMMY HILFIGER,2021-02-09,facilities,L1,178,231,0.02723795,870,0.496333,0.0391198,0.491443,0.437653,0.0317848,0.0366748,0.894866,0.0684597,0.99511,0.00488998,0,0.0831296,0.105134
ShiningHouse,2021-02-03,jewelry,L1,45,36,0.010683761,66,0.432099,0.0123457,0.506173,0.407407,0.0740741,0.0864198,0.864198,0.0493827,1,0,0,0.0864197,0
ShiningHouse,2021-02-09,jewelry,L1,60,45,0.007630675,116,0.409524,0.0285714,0.514286,0.4,0.0571429,0.047619,0.933333,0.0190476,1,0,0,0.0190476,0.0571429
Duniang Hotpot,2021-02-05,consumer electronics,B1,398,328,0.037423601,1627,0.356749,0.0137741,0.292011,0.502755,0.19146,0.0110193,0.964187,0.0247934,0.995868,0.00413223,0,0.0619835,0.00137741
YSL,2021-02-02,facilities,L1,3452,2607,2.481667865,3847,0.464598,0.109754,0.367387,0.458326,0.0645321,0.00445618,0.966826,0.0287176,1,0,0,0.0148539,0.00165044
HairCode,2021-02-05,fashions,B1,155,134,0.006552526,0,0.536332,0.0103806,0.32872,0.435986,0.224914,0.00346021,0.989619,0.00692042,0.847751,0.152249,0,0.0899654,0
Duniang Hotpot,2021-02-16,consumer electronics,B1,720,542,0.027982899,3282,0.411252,0.00475436,0.338352,0.530111,0.126783,0.0158479,0.966719,0.0174326,0.991284,0.00871632,0,0.0673534,0.00475436
Miniso,2021-02-10,kids & babies,B1,1605,2138,0.05264539,3827,0.767833,0.0766765,0.506278,0.352925,0.0641197,0.00240449,0.978894,0.0187016,0.999466,0.000534331,0,0.0160299,0.00587764
Asics,2021-02-28,accessories,L4,350,321,0.055406047,478,0.390462,0.0402385,0.366617,0.543964,0.0491803,0.0253353,0.943368,0.0312966,0.99851,0.00149031,0,0.09538,0.120715
VJC,2021-02-13,facilities,L1,377,338,0.011571871,3927,0.732867,0.0237762,0.485315,0.46014,0.0307692,0.0377622,0.921678,0.0405594,1,0,0.0013986,0.0335664,0.0783217
Siyuehetun,2021-02-11,kids & babies,L6,63,36,0.021604938,268,0.40404,0.010101,0.464646,0.474748,0.0505051,0.040404,0.909091,0.0505051,1,0,0,0.0707071,0.141414
City Garden,2021-02-15,kids & babies,L5,39,22,0.001962462,54,0.47541,0.0163934,0.409836,0.393443,0.180328,0.0163934,0.967213,0.0163934,1,0,0,0.0983607,0
EVISUKURO,2021-02-18,fashions,L1,338,341,0.022676954,2663,0.468336,0.0751105,0.483063,0.405007,0.0368188,0.00883652,0.980854,0.0103093,0.998527,0.00147275,0,0.0324006,0.00441826
KIDSIMLE,2021-02-14,kids & babies,L3,30,25,0.002683363,49,0.763636,0.0545455,0.527273,0.290909,0.127273,0.0545455,0.909091,0.0363636,1,0,0,0.0181818,0.0545455
VJC,2021-02-20,facilities,L1,203,192,0.011072929,1752,0.729114,0.0177215,0.475949,0.481013,0.0253165,0.0303797,0.944304,0.0253165,1,0,0,0.043038,0.0759494
Duniang Hotpot,2021-02-06,consumer electronics,B1,685,531,0.033194418,3101,0.362664,0.00575658,0.346217,0.449013,0.199013,0.0139803,0.975329,0.0106908,0.999178,0.000822368,0,0.0583882,0.00740132
YSL,2021-02-03,facilities,L1,3461,2440,2.537390029,3781,0.451957,0.121335,0.378071,0.431961,0.0686324,0.00321979,0.961871,0.0349093,0.999831,0.000169463,0,0.0177936,0.0027114
Siyuehetun,2021-02-12,kids & babies,L6,116,90,0.023265142,416,0.470874,0.00485437,0.553398,0.368932,0.0728155,0.0194175,0.902913,0.0776699,1,0,0,0.0582524,0.0873786
AAPE,2021-02-01,accessories,L1,179,134,0.046003598,416,0.27476,0.0127796,0.654952,0.277955,0.0543131,0.0447284,0.939297,0.0159744,1,0,0,0.0543131,0.0319489
YeeHoo,2021-02-01,facilities,L3,46,67,0.016517056,206,0.646018,0.0265487,0.575221,0.353982,0.0442478,0,0.964602,0.0353982,1,0,0,0,0
TOMMY HILFIGER,2021-02-10,facilities,L1,314,395,0.034757582,1178,0.507757,0.0380818,0.54866,0.369535,0.0437236,0.0465444,0.875881,0.0775741,1,0,0,0.0719323,0.102962
Duniang Hotpot,2021-02-07,consumer electronics,B1,184,156,0.024814565,1236,0.376471,0.00588235,0.423529,0.420588,0.15,0.00588235,0.955882,0.0382353,0.997059,0.00294118,0,0.0588235,0.00588235
BOYLONDON,2021-02-07,accessories,B1,365,217,0.020253024,1161,0.21134,0.0412371,0.223368,0.699313,0.0360825,0.00171821,0.998282,0,0.993127,0.00687285,0,0.00343643,0
INMIX,2021-02-07,fashions,B1,1018,962,0.016100462,4228,0.540404,0.0484848,0.567677,0.358586,0.0252525,0.0414141,0.920202,0.0383838,1,0,0,0.0282828,0.0828283
Asics,2021-02-13,accessories,L4,418,354,0.047952277,686,0.489637,0.0142487,0.365285,0.551813,0.0686528,0.0220207,0.954663,0.0233161,0.997409,0.00259067,0.00129534,0.0984456,0.143782
EVISUKURO,2021-02-14,fashions,L1,2138,1559,0.050622721,7445,0.528807,0.0465242,0.452259,0.433865,0.0673519,0.00811469,0.988639,0.00324588,1,0,0.00027049,0.0148769,0.00540979
Vowsoo,2021-02-10,kids & babies,L3,117,107,0.011065923,263,0.433036,0.0133929,0.459821,0.46875,0.0580357,0.00892857,0.986607,0.00446429,0.950893,0.0491071,0,0.0133929,0.00892857
GOFI Disney,2021-02-17,fashions,L3,299,242,0.029527948,187,0.547135,0.0702403,0.487985,0.345656,0.0961183,0.0351201,0.890943,0.0739372,0.998152,0.00184843,0.00184843,0.0573013,0.0332717
Cici Beauty,2021-02-03,fashions,B2,12,16,0.000740604,321,0.464286,0.107143,0.357143,0.464286,0.0714286,0.0357143,0.964286,0,1,0,0,0,0.0357143
ZARA,2021-02-18,facilities,L1,1173,1125,0.078698423,298,0.587902,0.0465622,0.576153,0.343777,0.0335074,0.0274151,0.91819,0.0543951,1,0,0,0.064839,0.0178416
HIMO,2021-02-16,food,B1,499,453,0.014353929,2721,0.589286,0.115546,0.396008,0.405462,0.0829832,0.00105042,0.990546,0.00840336,1,0,0,0.0157563,0.00420168
GEMMO,2021-02-15,fashions,L2,664,533,0.029683938,2190,0.555556,0.0292398,0.401003,0.522139,0.047619,0.0116959,0.967419,0.0208855,0.999165,0.000835422,0,0.0292398,0.0175439
Duniang Hotpot,2021-02-08,consumer electronics,B1,405,289,0.055373257,1262,0.275216,0.0115274,0.292507,0.455331,0.240634,0.122478,0.847262,0.0302594,0.997118,0.00288184,0,0.158501,0.00576369
YSL,2021-02-04,facilities,L1,3817,2858,2.476963011,3950,0.442247,0.115356,0.380375,0.428015,0.0762547,0.00209738,0.968539,0.0293633,0.9997,0.000299625,0.000149813,0.0122846,0.00194757
ZARA,2021-02-14,facilities,L1,2359,2311,0.055855472,1624,0.569593,0.0539615,0.513919,0.373233,0.0588865,0.0134904,0.95439,0.0321199,0.999572,0.000428265,0,0.0473233,0.014561
YeeHoo,2021-02-02,facilities,L3,40,73,0.013183916,232,0.619469,0.0530973,0.442478,0.442478,0.0619469,0.0265487,0.938053,0.0353982,1,0,0,0.00884956,0
BOYLONDON,2021-02-09,accessories,B1,332,199,0.014962369,1139,0.188324,0.0225989,0.227872,0.721281,0.0282486,0.00376648,0.996234,0,0.996234,0.00376648,0,0.00188324,0
HIMO,2021-02-10,food,B1,342,306,0.011217896,2202,0.62963,0.123457,0.430556,0.373457,0.0725309,0.00154321,0.989198,0.00925926,1,0,0,0.0154321,0.00154321
VJC,2021-02-14,facilities,L1,423,399,0.010297483,5569,0.720195,0.0218978,0.513382,0.411192,0.053528,0.0352798,0.928224,0.0364964,1,0,0.00121655,0.0364964,0.0729927
YSL,2021-02-05,facilities,L1,4150,3039,2.40162037,4495,0.441647,0.10989,0.400334,0.410071,0.0797051,0.00292113,0.968563,0.0285158,0.999861,0.000139101,0,0.0108499,0.00375574
JIMI,2021-02-02,kids & babies,B2,55,25,0.003309067,82,0.2375,0,0.2375,0.625,0.1375,0,1,0,1,0,0,0.0375,0
Dyson,2021-02-07,consumer electronics,B1,54,32,0.002996338,890,0.534884,0.0232558,0.395349,0.546512,0.0348837,0,1,0,1,0,0,0.0116279,0.0232558
GEMMO,2021-02-02,fashions,L2,231,166,0.03218615,624,0.549118,0.0352645,0.372796,0.559194,0.0327456,0.0151134,0.95466,0.0302267,1,0,0,0.0352645,0.0176322
Miniso,2021-02-21,kids & babies,B1,1759,2232,0.057330031,3649,0.729642,0.0892007,0.525182,0.328239,0.0573791,0.0027562,0.975445,0.021799,0.999749,0.000250564,0,0.0160361,0.0082686
ShiningHouse,2021-02-01,jewelry,L1,30,29,0.0077101,44,0.305085,0.0677966,0.525424,0.372881,0.0338983,0.101695,0.779661,0.118644,1,0,0,0.101695,0.0169492
DJI,2021-02-03,consumer electronics,B2,27,24,0.001666358,179,0.176471,0,0.372549,0.607843,0.0196078,0.0196078,0.941176,0.0392157,1,0,0,0.0196078,0
Jujiao Nail Beauty,2021-02-02,kids & babies,B2,72,50,0.004331869,368,0.47541,0,0.52459,0.467213,0.00819672,0.0655738,0.92623,0.00819672,1,0,0,0.0491803,0.0327869
Lynn&Milo,2021-02-09,fashions,L3,472,333,0.040651107,1311,0.659627,0.168944,0.498137,0.285714,0.047205,0.00124224,0.945342,0.0534161,0.998758,0.00124224,0.00124224,0.0223603,0.00869565
Cici Beauty,2021-02-04,fashions,B2,16,10,0.000931641,412,0.384615,0,0.538462,0.423077,0.0384615,0,0.961538,0.0384615,1,0,0,0,0
YeeHoo,2021-02-03,facilities,L3,55,92,0.019305019,214,0.578231,0.0544218,0.571429,0.326531,0.047619,0,0.952381,0.047619,1,0,0,0.0204082,0.00680272
EVISUKURO,2021-02-15,fashions,L1,1561,1330,0.043244591,6576,0.522311,0.0498098,0.466275,0.424075,0.0598409,0.00933933,0.988585,0.00207541,0.999654,0.000345901,0,0.0217918,0.00588032
INMIX,2021-02-09,fashions,B1,1286,1196,0.01653764,5386,0.560838,0.0346495,0.536664,0.370669,0.0580177,0.0435133,0.932313,0.0241741,1,0,0,0.0410959,0.0821918
Duniang Hotpot,2021-02-19,consumer electronics,B1,403,229,0.043586416,1358,0.379747,0.0110759,0.314873,0.371835,0.302215,0.00316456,0.976266,0.0205696,0.995253,0.00474684,0,0.0617088,0.00949367
YSL,2021-02-06,facilities,L1,5851,3570,1.588650557,8434,0.410678,0.0860843,0.409298,0.395287,0.10933,0.0025475,0.975693,0.0217599,0.999788,0.000212292,0.000106146,0.0117822,0.0037151
Cool zone,2021-02-01,kids & babies,L3,41,37,0.016321656,68,0.423077,0.0897436,0.294872,0.589743,0.025641,0.0769231,0.846154,0.0769231,1,0,0,0.166667,0.0512821
HIMO,2021-02-21,food,B1,601,546,0.019561892,2576,0.551003,0.153444,0.400174,0.374891,0.0714908,0.00261552,0.979076,0.0183086,0.999128,0.000871839,0,0.0183086,0.00697472
VJC,2021-02-11,facilities,L1,160,140,0.013177401,975,0.706667,0.02,0.423333,0.516667,0.04,0.03,0.91,0.06,1,0,0.00333333,0.03,0.0833333
KKV,2021-02-19,fashions,B2,548,1728,0.028282411,1911,0.593146,0.0206503,0.268893,0.649824,0.0606327,0.0144991,0.977592,0.00790861,0.993409,0.00659051,0.000439367,0.038225,0.0311951
ShiningHouse,2021-02-18,jewelry,L1,46,43,0.007490637,90,0.382023,0.011236,0.47191,0.426966,0.0898876,0.011236,0.932584,0.0561798,1,0,0,0.0561798,0.0449438
Cool zone,2021-02-17,kids & babies,L3,51,53,0.013463569,126,0.490385,0.0769231,0.413462,0.471154,0.0384615,0.0576923,0.903846,0.0384615,1,0,0,0.0865385,0.105769
KKV,2021-02-17,fashions,B2,822,2033,0.025640226,3695,0.611208,0.0171629,0.244834,0.649037,0.0889667,0.01331,0.982137,0.00455342,0.996497,0.00350263,0,0.0304729,0.0269702
KIDSIMLE,2021-02-17,kids & babies,L3,127,113,0.012541971,111,0.4875,0.0958333,0.375,0.458333,0.0708333,0.05,0.916667,0.0333333,0.995833,0.00416667,0,0.0125,0.0333333
YeeHoo,2021-02-04,facilities,L3,71,121,0.024133243,270,0.71875,0.03125,0.354167,0.520833,0.09375,0.0104167,0.958333,0.03125,1,0,0,0.0104167,0
Lynn&Milo,2021-02-10,fashions,L3,467,338,0.034255116,1488,0.606211,0.167702,0.508075,0.265838,0.0583851,0.00496894,0.963975,0.0310559,1,0,0,0.026087,0.00496894
YSL,2021-02-07,facilities,L1,4555,3287,2.1475719,5909,0.43165,0.101505,0.39722,0.412777,0.0884978,0.00229533,0.968375,0.0293293,0.999872,0.000127518,0,0.013772,0.00255037
JIMI,2021-02-03,kids & babies,B2,69,56,0.004258471,80,0.264,0.024,0.28,0.648,0.048,0.008,0.992,0,1,0,0,0.04,0
Cici Beauty,2021-02-01,fashions,B2,11,10,0.000719236,318,0.380952,0,0.380952,0.571429,0.047619,0.142857,0.857143,0,1,0,0,0,0
TOMMY HILFIGER,2021-02-19,facilities,L1,66,87,0.013549579,672,0.529412,0.0588235,0.398693,0.503268,0.0392157,0.0522876,0.882353,0.0653595,1,0,0,0.0588235,0.0653595
INMIX,2021-02-01,fashions,B1,524,492,0.013570911,1920,0.531496,0.0413386,0.537402,0.393701,0.0275591,0.0610236,0.88189,0.0570866,1,0,0,0.0649606,0.0767716
Lynn&Milo,2021-02-11,fashions,L3,237,194,0.037229029,735,0.605568,0.178654,0.524362,0.269141,0.0278422,0.00464037,0.948956,0.0464037,1,0,0,0.025522,0.00232019
ZARA,2021-02-15,facilities,L1,2116,2136,0.05861983,1253,0.624412,0.0491533,0.523518,0.37794,0.0493885,0.0164628,0.943791,0.039746,0.99953,0.000470367,0,0.0477422,0.0150517
DJI,2021-02-04,consumer electronics,B2,26,20,0.001513916,282,0.23913,0,0.369565,0.565217,0.0652174,0,0.978261,0.0217391,1,0,0,0.0217391,0.0217391
Jujiao Nail Beauty,2021-02-03,kids & babies,B2,69,52,0.004258471,596,0.479339,0,0.479339,0.512397,0.00826446,0.0661157,0.933884,0,1,0,0,0.0413223,0.0165289
Duniang Hotpot,2021-02-12,consumer electronics,B1,283,203,0.022497814,1475,0.489712,0.0205761,0.360082,0.473251,0.146091,0.0144033,0.952675,0.0329218,0.997942,0.00205761,0,0.0617284,0.00205761
BOYLONDON,2021-02-16,accessories,B1,282,167,0.008329149,862,0.202673,0.0289532,0.240535,0.694878,0.0356347,0,1,0,1,0,0,0.00222717,0
AAPE,2021-02-11,accessories,L1,199,151,0.052603754,489,0.3,0.0314286,0.614286,0.297143,0.0571429,0.0514286,0.931428,0.0171429,0.988571,0.0114286,0,0.0571429,0.0285714
Cool zone,2021-02-02,kids & babies,L3,74,68,0.026176158,102,0.34507,0.0704225,0.422535,0.492958,0.0140845,0.0774648,0.880282,0.0422535,1,0,0,0.0774648,0.0211268
YeeHoo,2021-02-05,facilities,L3,45,78,0.01226158,315,0.715447,0.0243902,0.560976,0.390244,0.0243902,0.00813008,0.97561,0.0162602,1,0,0,0.0162602,0
YSL,2021-02-08,facilities,L1,4825,3376,2.042760373,6241,0.425436,0.100719,0.388123,0.418851,0.0923058,0.00304841,0.971833,0.0251189,0.999878,0.000121936,0.000243873,0.0151201,0.0026826
BOYLONDON,2021-02-08,accessories,B1,261,164,0.013756391,960,0.202353,0.04,0.225882,0.710588,0.0235294,0,1,0,1,0,0,0,0
INMIX,2021-02-16,fashions,B1,1942,1772,0.01637492,9974,0.57189,0.0355412,0.525579,0.398492,0.0403877,0.0511578,0.921379,0.0274637,0.999462,0.000538503,0.000538503,0.0382337,0.0721594
Dyson,2021-02-09,consumer electronics,B1,58,61,0.002613908,1061,0.495798,0,0.487395,0.470588,0.0420168,0,1,0,1,0,0,0.0168067,0.00840336
INMIX,2021-02-02,fashions,B1,712,620,0.015453401,2736,0.548048,0.0375375,0.493994,0.426426,0.042042,0.045045,0.927928,0.027027,1,0,0,0.051051,0.0720721
mini peace,2021-02-20,fashions,L3,101,84,0.043125534,309,0.751351,0.0810811,0.443243,0.389189,0.0864865,0.0324324,0.918919,0.0486487,1,0,0,0.027027,0.0810811
VJC,2021-02-15,facilities,L1,354,323,0.0102898,4374,0.71935,0.014771,0.49483,0.443131,0.0472674,0.0236337,0.951256,0.0251108,1,0,0,0.0384047,0.0576071
DJI,2021-02-01,consumer electronics,B2,26,19,0.001700013,126,0.2,0.0222222,0.333333,0.577778,0.0666667,0.0222222,0.977778,0,1,0,0,0.0444444,0.0222222
VJC,2021-02-16,facilities,L1,287,256,0.009878838,3476,0.755064,0.0184162,0.495396,0.438306,0.0478821,0.0441989,0.937385,0.0184162,1,0,0,0.0405157,0.0902394
ZARA,2021-02-16,facilities,L1,1897,1892,0.06199549,987,0.581948,0.0485616,0.532858,0.378464,0.0401161,0.0232251,0.93138,0.0453946,0.999736,0.000263922,0,0.0519926,0.0192663
HUAWEI,2021-02-14,kids & babies,B2,1385,1333,0.039538668,5254,0.523915,0.0206034,0.498528,0.430096,0.0507726,0.0654893,0.917954,0.0165563,0.999264,0.000735835,0,0.0651214,0.0901398
gb,2021-02-28,fashions,L3,666,455,0.023734854,1331,0.519179,0.0874219,0.288136,0.534344,0.0900981,0.00981267,0.955397,0.0347904,0.993756,0.00624443,0.000892061,0.0561998,0.0124889
YSL,2021-02-09,facilities,L1,5130,3575,1.940242057,6980,0.374612,0.0954624,0.386789,0.420333,0.0974153,0.00379092,0.975991,0.0202183,0.999885,0.000114876,0.000114876,0.0126364,0.00241241
GEMMO,2021-02-01,fashions,L2,203,127,0.03137558,556,0.536364,0.0242424,0.306061,0.621212,0.0484848,0.0181818,0.963636,0.0181818,0.99697,0.0030303,0,0.0181818,0.0181818
YeeHoo,2021-02-06,facilities,L3,122,187,0.016408877,558,0.605178,0.0647249,0.475728,0.38835,0.0711974,0.00323625,0.97411,0.0226537,1,0,0,0.00970874,0.00647249
JIMI,2021-02-04,kids & babies,B2,77,51,0.004483522,122,0.289062,0.0078125,0.242188,0.632813,0.117188,0.015625,0.953125,0.03125,1,0,0,0.09375,0.0234375
Dyson,2021-02-08,consumer electronics,B1,39,27,0.002055553,828,0.575758,0.0151515,0.469697,0.439394,0.0757576,0.0151515,0.969697,0.0151515,1,0,0,0.0454545,0.030303
