store_name,date,type,floor,enter_cnt,exit_cnt,enter_rate,watcher_cnt,female,ageless16,age17to30,age31to45,age46to60,bodyfat,bodynormal,bodythin,customer,employee,hs_baldhead,hs_hat,hs_glasses
JINS,2021-02-12,fashions,B1,888,770,0.037115987,4652,0.619421,0.0331725,0.357057,0.464415,0.145356,0.0343788,0.927624,0.0379976,0.993969,0.00603136,0.00180941,0.0464415,0.0410133
INMIX,2021-02-14,fashions,B1,2480,2306,0.016106825,14086,0.56916,0.0451316,0.51191,0.383201,0.0597576,0.0234016,0.947764,0.0288341,0.999582,0.000417886,0,0.0325951,0.0635186
VJC,2021-02-10,facilities,L1,322,287,0.011926368,2884,0.758621,0.0197044,0.494253,0.444992,0.0410509,0.0279146,0.926108,0.045977,0.998358,0.00164204,0,0.0311987,0.0673235
YeeHoo,2021-02-10,facilities,L3,105,145,0.013784955,724,0.652,0.064,0.48,0.416,0.04,0.004,0.988,0.008,1,0,0,0.004,0.008
FILA FUSION,2021-02-11,fashions,B1,446,373,0.032731543,781,0.522588,0.00854701,0.490843,0.442002,0.0586081,0.018315,0.969475,0.01221,0.998779,0.001221,0.002442,0.0561661,0.0708181
Dyson,2021-02-01,consumer electronics,B1,6,4,0.000549904,375,0.8,0,0.3,0.5,0.2,0,1,0,1,0,0,0,0
FILA FUSION,2021-02-09,fashions,B1,807,592,0.028429508,1754,0.588277,0.00786276,0.473195,0.4396,0.0793424,0.0243031,0.964975,0.0107219,0.999285,0.000714796,0.000714796,0.0600429,0.0671908
FILA FUSION,2021-02-18,fashions,B1,457,368,0.021280559,1314,0.608485,0.00606061,0.490909,0.444848,0.0581818,0.0109091,0.980606,0.00848485,0.998788,0.00121212,0.00121212,0.0387879,0.0569697
Dyson,2021-02-18,consumer electronics,B1,17,22,0.000929571,686,0.692308,0,0.333333,0.538462,0.128205,0,1,0,1,0,0,0,0
INMIX,2021-02-08,fashions,B1,1088,1000,0.016309399,4408,0.590996,0.0249042,0.522031,0.412835,0.0402299,0.0411877,0.926245,0.0325671,0.999042,0.000957854,0,0.0373563,0.0948276
DJI,2021-02-06,consumer electronics,B2,192,184,0.005864207,441,0.24734,0.0292553,0.332447,0.566489,0.0718085,0.0132979,0.984043,0.00265957,0.99734,0.00265957,0,0.0478723,0.0159574
KKV,2021-02-13,fashions,B2,863,2125,0.026134884,3568,0.609103,0.0311245,0.246319,0.630187,0.0923695,0.00937082,0.981928,0.00870147,0.992637,0.00736278,0,0.0364792,0.0311245
JIMI,2021-02-18,kids & babies,B2,232,224,0.009718092,33,0.245614,0.00877193,0.192982,0.686404,0.111842,0.00219298,0.993421,0.00438596,0.997807,0.00219298,0,0.0570175,0.00657895
HIMO,2021-02-14,food,B1,527,441,0.011089601,3335,0.595041,0.119835,0.358471,0.438017,0.0836777,0.00103306,0.987603,0.0113636,1,0,0,0.0144628,0
ShiningHouse,2021-02-15,jewelry,L1,96,86,0.006101436,319,0.340659,0.0384615,0.565934,0.318681,0.0769231,0.0549451,0.923077,0.021978,0.994505,0.00549451,0,0.0274725,0.0384615
Pandora,2021-02-13,fashions,L1,333,327,0.076657459,230,0.742424,0.0727273,0.512121,0.398485,0.0166667,0.0242424,0.9,0.0757576,0.998485,0.00151515,0,0.0227273,0.0363636
HairCode,2021-02-08,fashions,B1,261,225,0.009155004,0,0.473251,0.0102881,0.226337,0.45679,0.306584,0.00617284,0.981481,0.0123457,0.751029,0.248971,0,0.0411523,0.00411523
OSIM,2021-02-15,consumer electronics,L4,248,215,0.016306135,810,0.768898,0.0885529,0.257019,0.570194,0.0842333,0.00647948,0.958963,0.0345572,1,0,0,0.0215983,0.0410367
JINS,2021-02-13,fashions,B1,1009,900,0.036332865,5439,0.635411,0.0267156,0.385542,0.439497,0.148245,0.0288109,0.944997,0.0261917,0.996857,0.00314301,0,0.0466213,0.0424306
YeeHoo,2021-02-11,facilities,L3,36,49,0.010455998,336,0.682353,0.0352941,0.423529,0.517647,0.0235294,0,0.976471,0.0235294,1,0,0,0,0.0117647
Dyson,2021-02-02,consumer electronics,B1,22,18,0.001687246,513,0.475,0.05,0.375,0.45,0.125,0,1,0,1,0,0,0.025,0
Adidas Originals,2021-02-11,accessories,B1,930,787,0.068251871,1506,0.468841,0.0343623,0.429819,0.488061,0.0477577,0.0262085,0.958066,0.0157251,0.998835,0.00116482,0.000582411,0.0430984,0.0419336
PERFECT DIARY,2021-02-08,kids & babies,B1,4138,3154,0.048875555,1570,0.758914,0.0386725,0.506034,0.39797,0.0573231,0.0312671,0.93966,0.029073,0.998354,0.00164564,0,0.0460779,0.0219418
Adidas Originals,2021-02-18,accessories,B1,1150,1102,0.05355064,1998,0.437389,0.0208703,0.482682,0.437389,0.0590586,0.0235346,0.966696,0.00976909,0.999556,0.00044405,0,0.044849,0.0364121
Cool zone,2021-02-05,kids & babies,L3,101,109,0.033722871,95,0.52381,0.0523809,0.457143,0.438095,0.0523809,0.0761905,0.880952,0.0428571,0.995238,0.0047619,0,0.0380952,0.0619048
JINS,2021-02-14,fashions,B1,1144,932,0.033472803,6712,0.626686,0.0264933,0.379576,0.423892,0.170039,0.0250482,0.949904,0.0250482,0.996146,0.00385357,0.000963391,0.0467245,0.0428709
Miniso,2021-02-18,kids & babies,B1,1277,1759,0.062265347,2286,0.784914,0.0714756,0.534585,0.355402,0.0385375,0.00395257,0.974638,0.0214097,0.999671,0.000329381,0,0.0184453,0.00790514
JIMI,2021-02-06,kids & babies,B2,223,178,0.006811032,72,0.25187,0.0149626,0.316708,0.581047,0.0872818,0.00249377,0.997506,0,0.992519,0.0074813,0,0.0349127,0.0149626
Pandora,2021-02-14,fashions,L1,593,546,0.088441462,453,0.721686,0.0632134,0.543459,0.376646,0.0166813,0.023705,0.920983,0.0553117,1,0,0,0.023705,0.0289728
OSIM,2021-02-14,consumer electronics,L4,358,302,0.018757204,987,0.686364,0.106061,0.309091,0.537879,0.0469697,0.0121212,0.913636,0.0742424,1,0,0,0.0166667,0.05
Pandora,2021-02-15,fashions,L1,398,380,0.082744283,243,0.744216,0.0578406,0.544987,0.367609,0.029563,0.0257069,0.928021,0.0462725,1,0,0,0.0231362,0.0347044
YeeHoo,2021-02-12,facilities,L3,55,79,0.007462687,579,0.679105,0.0447761,0.529851,0.380597,0.0447761,0,0.955224,0.0447761,1,0,0,0.0149254,0.00746269
Dyson,2021-02-03,consumer electronics,B1,15,21,0.001241105,471,0.444444,0.0277778,0.333333,0.555556,0.0833333,0,0.972222,0.0277778,1,0,0,0.0277778,0
FILA FUSION,2021-02-10,fashions,B1,1136,851,0.031150598,2578,0.591847,0.00754907,0.464519,0.449925,0.078007,0.0196276,0.969804,0.0105687,0.999497,0.000503271,0,0.0493206,0.0644187
Adidas Originals,2021-02-09,accessories,B1,1688,1574,0.059465934,3280,0.473942,0.0232986,0.44114,0.47057,0.0649908,0.0275904,0.965359,0.00705089,0.999693,0.00030656,0,0.0395463,0.0377069
Cool zone,2021-02-06,kids & babies,L3,108,115,0.032866707,150,0.35426,0.147982,0.399103,0.412556,0.0403587,0.0627803,0.860987,0.0762332,0.986547,0.0134529,0,0.0358744,0.044843
NanluoFeiMao,2021-02-17,kids & babies,L5,1435,1115,0.068535677,2358,0.297255,0.113725,0.135686,0.662745,0.0878431,0.00745098,0.981176,0.0113725,1,0,0,0.00941176,0.0117647
PERFECT DIARY,2021-02-18,kids & babies,B1,3864,3054,0.047795755,1486,0.750217,0.0482799,0.51431,0.381613,0.0557965,0.0407632,0.935241,0.0239954,0.998555,0.0014455,0.000578202,0.0410523,0.0239954
gb,2021-02-12,fashions,L3,290,201,0.012944695,573,0.564155,0.101833,0.252546,0.547862,0.0977597,0.00407332,0.92057,0.0753564,0.991853,0.00814664,0.00203666,0.0366599,0.00814664
OSIM,2021-02-16,consumer electronics,L4,197,172,0.016880891,629,0.704607,0.0650406,0.311653,0.598916,0.0243902,0.00542005,0.945799,0.0487805,1,0,0,0.0162602,0.0677507
Jujiao Nail Beauty,2021-02-18,kids & babies,B2,67,45,0.002806518,1208,0.5625,0.0357143,0.330357,0.598214,0.0357143,0.0625,0.9375,0,1,0,0,0.0892857,0.0535714
HIMO,2021-02-18,food,B1,465,397,0.022672973,1745,0.614849,0.149652,0.407193,0.382831,0.0603248,0.00232019,0.982599,0.0150812,1,0,0,0.012761,0.00232019
mini peace,2021-02-28,fashions,L3,151,149,0.046404425,435,0.733333,0.0733333,0.44,0.42,0.0666667,0.0166667,0.946667,0.0366667,1,0,0.00333333,0.05,0.13
YeeHoo,2021-02-13,facilities,L3,44,82,0.00456953,698,0.690476,0.0714286,0.428571,0.428571,0.0714286,0.0238095,0.960317,0.015873,1,0,0,0.031746,0.00793651
Dyson,2021-02-04,consumer electronics,B1,18,11,0.001405262,540,0.655172,0.0344828,0.413793,0.517241,0.0344828,0,1,0,1,0,0,0.0344828,0
Jujiao Nail Beauty,2021-02-06,kids & babies,B2,147,120,0.004489783,1202,0.468165,0.0187266,0.397004,0.558052,0.0262172,0.0374532,0.951311,0.011236,1,0,0.00374532,0.0636704,0.0561798
OSIM,2021-02-19,consumer electronics,L4,54,41,0.010682493,200,0.652632,0.147368,0.231579,0.536842,0.0842105,0,0.894737,0.105263,1,0,0,0.0421053,0.126316
Adidas Originals,2021-02-10,accessories,B1,2113,2003,0.057941209,3969,0.476919,0.0230807,0.424441,0.484208,0.0682702,0.0162779,0.974976,0.00874636,0.999271,0.000728863,0.000242954,0.0344995,0.0376579
KKV,2021-02-15,fashions,B2,953,2200,0.024886405,4351,0.637171,0.0222011,0.238503,0.637488,0.101808,0.0126863,0.984459,0.00285442,0.995243,0.00475737,0,0.0288614,0.0215668
gb,2021-02-13,fashions,L3,351,303,0.011192245,760,0.590214,0.12844,0.2263,0.538226,0.107034,0.00152905,0.934251,0.0642202,0.996942,0.0030581,0.00152905,0.0382263,0.00764526
Cool zone,2021-02-13,kids & babies,L3,60,63,0.015616866,158,0.463415,0.130081,0.430894,0.414634,0.0243902,0.0487805,0.853659,0.097561,1,0,0.0243902,0.0731707,0.0813008
YSL,2021-02-13,facilities,L1,5587,3400,1.286141805,9958,0.311227,0.0811172,0.385223,0.423612,0.110048,0.00311561,0.980972,0.0159119,1,0,0,0.00912429,0.00367197
FILA FUSION,2021-02-16,fashions,B1,881,715,0.021607966,2996,0.619674,0.0093985,0.446115,0.469298,0.075188,0.0244361,0.968045,0.0075188,1,0,0.00125313,0.0494988,0.0545113
Cool zone,2021-02-04,kids & babies,L3,35,31,0.014028056,64,0.393939,0.106061,0.484848,0.393939,0.0151515,0.106061,0.818182,0.0757576,1,0,0.0151515,0.0757576,0.0454545
Dyson,2021-02-20,consumer electronics,B1,30,29,0.001433623,800,0.677966,0.0338983,0.491525,0.423729,0.0508475,0,1,0,1,0,0,0.0338983,0
JINS,2021-02-17,fashions,B1,1042,958,0.038766323,5696,0.6695,0.0225,0.3605,0.48,0.137,0.036,0.9475,0.0165,0.9975,0.0025,0.0005,0.051,0.0335
KKV,2021-02-16,fashions,B2,739,1991,0.023581594,3463,0.627106,0.0227106,0.242857,0.650916,0.0835165,0.0128205,0.981685,0.00549451,0.995238,0.0047619,0.0003663,0.0289377,0.025641
ARIOSE years,2021-02-20,accessories,L2,252,129,0.044334975,426,0.540682,0.023622,0.577428,0.383202,0.015748,0.0498688,0.923885,0.0262467,0.997375,0.00262467,0,0.0393701,0.0813648
NIO,2021-02-21,kids & babies,L1,1044,974,0.024623803,954,0.459366,0.179385,0.296333,0.467294,0.0569871,0.0257681,0.892963,0.0812686,0.999505,0.00049554,0,0.0401388,0.0237859
YeeHoo,2021-02-14,facilities,L3,59,109,0.005611566,791,0.619048,0.047619,0.39881,0.494048,0.0595238,0.0178571,0.958333,0.0238095,0.994048,0.00595238,0,0.0238095,0.0119048
Dyson,2021-02-05,consumer electronics,B1,17,14,0.001138266,599,0.419355,0,0.387097,0.548387,0.0645161,0.0322581,0.967742,0,1,0,0,0.0322581,0
JINS,2021-02-18,fashions,B1,411,361,0.031350114,2125,0.658031,0.0414508,0.387306,0.505181,0.0660622,0.0336788,0.926166,0.0401554,0.998705,0.00129534,0.00129534,0.0440415,0.0375648
FILA FUSION,2021-02-13,fashions,B1,1101,856,0.025477854,3358,0.611651,0.00766479,0.431272,0.482371,0.0786919,0.0178845,0.974451,0.00766479,1,0,0,0.0439448,0.0761369
JINS,2021-02-01,fashions,B1,290,227,0.034544372,1160,0.580271,0.0386847,0.413927,0.481625,0.065764,0.0425532,0.883946,0.073501,0.998066,0.00193424,0,0.0522244,0.032882
Dyson,2021-02-14,consumer electronics,B1,99,83,0.002312598,1454,0.527473,0.010989,0.467033,0.467033,0.0549451,0.00549451,0.989011,0.00549451,1,0,0,0.00549451,0.010989
PERFECT DIARY,2021-02-20,kids & babies,B1,3940,3186,0.048715349,1390,0.756666,0.0536065,0.532697,0.344653,0.0690429,0.0294696,0.937412,0.0331182,0.996632,0.00336795,0.000280662,0.0460286,0.0297502
simonin,2021-02-20,fashions,L2,164,141,0.02885292,458,0.629508,0.0327869,0.527869,0.4,0.0393443,0.0393443,0.914754,0.0459016,1,0,0,0.0655738,0.042623
YeeHoo,2021-02-15,facilities,L3,85,122,0.009156523,726,0.545894,0.0676328,0.444444,0.439613,0.0483092,0.00966184,0.966184,0.0241546,1,0,0,0.0144928,0.00966184
gb,2021-02-14,fashions,L3,443,308,0.011976857,799,0.596538,0.123835,0.241012,0.521971,0.113182,0.00532623,0.920107,0.0745673,0.996005,0.00399467,0,0.0426099,0.00399467
YSL,2021-02-14,facilities,L1,5665,3234,0.844891872,12376,0.342847,0.0704573,0.363973,0.439375,0.126194,0.00224744,0.983931,0.0138218,0.999888,0.000112372,0.000112372,0.00943926,0.00393303
Cool zone,2021-02-21,kids & babies,L3,111,94,0.034894687,180,0.385366,0.136585,0.482927,0.331707,0.0487805,0.0536585,0.834146,0.112195,1,0,0,0.0634146,0.0536585
HairCode,2021-02-28,fashions,B1,208,191,0.00567082,0,0.641604,0.0275689,0.273183,0.516291,0.182957,0,0.992481,0.0075188,0.922306,0.0776942,0,0.0601504,0.0075188
HUAWEI,2021-02-18,kids & babies,B2,661,645,0.039098545,2123,0.480858,0.0290965,0.51072,0.420367,0.0398162,0.0980092,0.885145,0.0168453,0.999234,0.000765697,0,0.108729,0.107963
AAPE,2021-02-16,accessories,L1,457,356,0.037997838,1449,0.349323,0.0147601,0.591636,0.329643,0.0639606,0.0565806,0.939729,0.00369004,1,0,0,0.0639606,0.0196802
YSL,2021-02-15,facilities,L1,6019,3800,1.251351351,9602,0.353091,0.0821876,0.384051,0.417252,0.116509,0.0030553,0.97902,0.0179244,0.999694,0.00030553,0,0.00967512,0.00285161
JINS,2021-02-02,fashions,B1,451,336,0.045109022,1901,0.644219,0.0292249,0.363405,0.524778,0.0825921,0.0292249,0.913596,0.0571792,0.997459,0.0025413,0,0.0622617,0.043202
FILA FUSION,2021-02-14,fashions,B1,1344,1126,0.025927927,4145,0.611741,0.00809717,0.445749,0.450202,0.0959514,0.011336,0.979352,0.00931174,1,0,0.000404858,0.0364373,0.0651822
YeeHoo,2021-02-16,facilities,L3,98,119,0.010788199,686,0.631336,0.0460829,0.456221,0.479263,0.0184332,0.0046083,0.976959,0.0184332,1,0,0,0.00921659,0.0046083
Adidas Originals,2021-02-28,accessories,B1,1626,1675,0.054394005,2927,0.41442,0.014844,0.466222,0.469555,0.049379,0.0221145,0.970615,0.00727052,0.999697,0.000302939,0,0.0421085,0.0342321
TOMMY HILFIGER,2021-02-20,facilities,L1,83,121,0.015052593,698,0.406863,0.00980392,0.529412,0.426471,0.0343137,0.0490196,0.887255,0.0637255,1,0,0,0.0637255,0.0931373
Adidas Originals,2021-02-16,accessories,B1,1626,1467,0.03988031,4362,0.479146,0.0158422,0.415131,0.500162,0.0688652,0.023925,0.971549,0.00452635,1,0,0,0.0320078,0.0313611
Adidas Originals,2021-02-13,accessories,B1,1749,1842,0.040472995,4638,0.502089,0.021164,0.398218,0.505987,0.074631,0.0167084,0.97633,0.00696185,0.999722,0.000278474,0,0.0364801,0.0303537
ShiningHouse,2021-02-16,jewelry,L1,69,69,0.005737092,205,0.471015,0.0362319,0.492754,0.42029,0.0507246,0.0362319,0.942029,0.0217391,1,0,0,0.0507246,0.0217391
JINS,2021-02-03,fashions,B1,367,309,0.039847991,1389,0.613905,0.0399408,0.347633,0.538462,0.0739645,0.0310651,0.924556,0.0443787,0.995562,0.00443787,0,0.0547337,0.0473373
JINS,2021-02-15,fashions,B1,1162,1024,0.038173456,6261,0.655993,0.021043,0.36505,0.461116,0.15279,0.0292772,0.94968,0.021043,0.99634,0.00365965,0.000457457,0.0503202,0.0324794
YeeHoo,2021-02-17,facilities,L3,73,98,0.00793392,672,0.666667,0.0292398,0.479532,0.461988,0.0292398,0,0.988304,0.0116959,1,0,0,0.0116959,0.00584795
NIO,2021-02-18,kids & babies,L1,720,666,0.025949686,459,0.471861,0.146465,0.299423,0.525974,0.0281385,0.0512266,0.88456,0.0642136,1,0,0.001443,0.051948,0.0295815
Lynn&Milo,2021-02-20,fashions,L3,284,230,0.031181379,1009,0.59144,0.196498,0.488327,0.266537,0.0486381,0.00583658,0.972763,0.0214008,1,0,0,0.0233463,0.00389105
Duniang Hotpot,2021-02-18,consumer electronics,B1,337,202,0.069642488,1522,0.387755,0.00556586,0.402597,0.471243,0.120594,0.00371057,0.93692,0.0593692,0.998145,0.00185529,0,0.115028,0.00371058
TOMMY HILFIGER,2021-02-12,facilities,L1,293,345,0.029038652,1282,0.484326,0.039185,0.489028,0.426332,0.0454545,0.0423197,0.904389,0.0532915,0.998433,0.0015674,0,0.0815047,0.101881
BOYLONDON,2021-02-20,accessories,B1,206,124,0.009844213,754,0.206061,0.0545455,0.218182,0.681818,0.0454545,0,1,0,1,0,0,0,0
Pandora,2021-02-20,fashions,L1,172,157,0.159259259,65,0.696049,0.0881459,0.56535,0.316109,0.0303951,0.0303951,0.87538,0.0942249,1,0,0,0.0182371,0.0668693
JINS,2021-02-16,fashions,B1,942,944,0.037026846,5024,0.658006,0.0212089,0.38017,0.486744,0.111877,0.0418876,0.936904,0.0212089,0.997879,0.00212089,0.000530223,0.0371156,0.0387063
CAIBAI Jewelry,2021-02-20,consumer electronics,L1,351,348,0.050788598,171,0.542203,0.0300429,0.492132,0.44063,0.037196,0.0414878,0.922747,0.0357654,0.989986,0.0100143,0,0.0400572,0.0429184
JINS,2021-02-04,fashions,B1,373,299,0.037487437,1513,0.629464,0.0446429,0.36756,0.5,0.0877976,0.0386905,0.909226,0.0520833,0.998512,0.0014881,0,0.0669643,0.03125
Vowsoo,2021-02-01,kids & babies,L3,158,115,0.032029191,423,0.52381,0.032967,0.454212,0.465201,0.047619,0.00732601,0.970696,0.021978,1,0,0,0.032967,0.00732601
Adidas Originals,2021-02-14,accessories,B1,1994,1966,0.038467474,5709,0.485354,0.0159091,0.39899,0.498232,0.0868687,0.015404,0.979798,0.00479798,0.999495,0.00050505,0.000252525,0.0315657,0.0277778
INMIX,2021-02-20,fashions,B1,1338,1238,0.018223421,5130,0.528727,0.0574534,0.523292,0.371118,0.0481366,0.0388199,0.916149,0.0450311,0.999224,0.000776398,0,0.0295031,0.0861801
GOFI Disney,2021-02-20,fashions,L3,131,109,0.022527945,226,0.570833,0.108333,0.425,0.370833,0.0958333,0.0416667,0.879167,0.0791667,1,0,0,0.0666667,0.0583333
JINS,2021-02-05,fashions,B1,470,356,0.040731433,1722,0.59201,0.0387409,0.354722,0.514528,0.0920097,0.0290557,0.937046,0.0338983,0.995157,0.00484261,0,0.0569007,0.0375303
TOMMY HILFIGER,2021-02-13,facilities,L1,252,327,0.020078081,1581,0.471503,0.0431779,0.493955,0.421416,0.0414508,0.0414508,0.906736,0.0518135,0.998273,0.00172712,0.00172712,0.0794473,0.122625
Asics,2021-02-18,accessories,L4,177,172,0.043446244,280,0.438395,0.0143266,0.389685,0.553009,0.0429799,0.017192,0.954155,0.0286533,1,0,0,0.0859599,0.143266
Vowsoo,2021-02-04,kids & babies,L3,101,88,0.017669699,249,0.444444,0.026455,0.407407,0.534391,0.031746,0.021164,0.968254,0.010582,0.994709,0.00529101,0,0.0529101,0.015873
Vowsoo,2021-02-13,kids & babies,L3,533,508,0.019016698,1380,0.473583,0.00960615,0.345821,0.554275,0.0902978,0.0067243,0.986551,0.0067243,0.991354,0.00864553,0,0.00864553,0.00864553
HUAWEI,2021-02-11,kids & babies,B2,425,449,0.046341729,1049,0.433638,0.0503433,0.471396,0.439359,0.0389016,0.090389,0.887872,0.0217391,0.997712,0.00228833,0.00114416,0.110984,0.0892449
Vowsoo,2021-02-11,kids & babies,L3,68,58,0.013029316,154,0.452381,0.0396825,0.349206,0.5,0.111111,0.015873,0.968254,0.015873,0.968254,0.031746,0,0.015873,0.031746
JINS,2021-02-06,fashions,B1,917,831,0.039193059,4473,0.629291,0.0263158,0.383867,0.466247,0.12357,0.020595,0.947941,0.0314645,0.998284,0.00171625,0.000572082,0.0371853,0.0469108
GOFI Disney,2021-02-07,fashions,L3,195,144,0.029451744,120,0.578171,0.0707965,0.504425,0.330383,0.0943953,0.0530973,0.884956,0.0619469,1,0,0,0.0530973,0.0412979
TOMMY HILFIGER,2021-02-14,facilities,L1,349,452,0.021575173,1946,0.461923,0.0324594,0.518102,0.41573,0.0337079,0.0449438,0.895131,0.0599251,1,0,0,0.093633,0.0774032
GOFI Disney,2021-02-08,fashions,L3,187,157,0.026790831,147,0.534884,0.0668605,0.438953,0.389535,0.104651,0.0552326,0.851744,0.0930233,0.991279,0.00872093,0.00290698,0.0668605,0.0552326
Vowsoo,2021-02-09,kids & babies,L3,111,73,0.009405186,316,0.494565,0.0163043,0.391304,0.532609,0.0597826,0.0163043,0.978261,0.00543478,0.945652,0.0543478,0,0.0217391,0.0163043
TOMMY HILFIGER,2021-02-15,facilities,L1,263,328,0.020642022,1653,0.502538,0.0203046,0.526227,0.409475,0.0439932,0.0541455,0.905245,0.0406091,0.996616,0.00338409,0,0.0812183,0.0896785
Cool zone,2021-02-10,kids & babies,L3,48,46,0.016949153,109,0.329787,0.180851,0.297872,0.468085,0.0531915,0.0531915,0.840426,0.106383,0.989362,0.0106383,0,0.0425532,0.0638298
HUAWEI,2021-02-21,kids & babies,B2,1057,1135,0.042603789,3397,0.468522,0.0305657,0.547901,0.371807,0.0497263,0.0625,0.918339,0.0191606,1,0,0.000456204,0.0862226,0.113139
TOMMY HILFIGER,2021-02-16,facilities,L1,213,279,0.020312798,1274,0.439024,0.050813,0.443089,0.461382,0.0447154,0.0609756,0.884146,0.054878,0.993902,0.00609756,0,0.0772358,0.0995935
AAPE,2021-02-19,accessories,L1,237,188,0.04182845,717,0.336471,0.0235294,0.649412,0.254118,0.0729412,0.0470588,0.936471,0.0164706,1,0,0,0.0894118,0.0282353
Asics,2021-02-11,accessories,L4,134,133,0.056659619,145,0.41573,0.0299625,0.400749,0.520599,0.0486891,0.0486891,0.932584,0.0187266,1,0,0.00374532,0.0861423,0.108614
HUAWEI,2021-02-06,kids & babies,B2,1220,1104,0.047306991,3721,0.47117,0.0202238,0.525387,0.408348,0.0460413,0.0774527,0.901033,0.0215146,0.99957,0.000430293,0,0.0727194,0.0993976
KIDSIMLE,2021-02-07,kids & babies,L3,61,37,0.00921311,69,0.693878,0.0714286,0.306122,0.55102,0.0714286,0,0.938776,0.0612245,1,0,0,0.0306122,0.0510204
JINS,2021-02-07,fashions,B1,500,410,0.036786345,2052,0.615385,0.0340659,0.386813,0.481319,0.0978022,0.032967,0.907692,0.0593407,0.996703,0.0032967,0.0010989,0.0417582,0.032967
NanluoFeiMao,2021-02-18,kids & babies,L5,697,544,0.08594328,1173,0.348912,0.089444,0.198227,0.655117,0.0572119,0.0112812,0.970991,0.0177276,0.999194,0.000805802,0,0.0177276,0.012087
Cool zone,2021-02-20,kids & babies,L3,70,65,0.024221453,103,0.348148,0.0962963,0.540741,0.311111,0.0518519,0.0444444,0.866667,0.0888889,1,0,0,0.0888889,0.0444444
JINS,2021-02-08,fashions,B1,668,591,0.046446948,2563,0.625894,0.0397141,0.366958,0.492454,0.100874,0.0357427,0.918189,0.0460683,0.996029,0.00397141,0.000794281,0.0444798,0.0444797
Asics,2021-02-19,accessories,L4,190,173,0.051757014,233,0.515152,0.0413223,0.393939,0.501377,0.0633609,0.0220386,0.936639,0.0413223,0.997245,0.00275482,0,0.0826446,0.115702
HairCode,2021-02-21,fashions,B1,360,338,0.009384776,0,0.502865,0.0229226,0.196275,0.439828,0.340974,0.00286533,0.988539,0.00859599,0.858166,0.141834,0,0.0544413,0.00429799
KT World,2021-02-19,fashions,B1,741,501,0.028670923,2545,0.339775,0.0450886,0.347021,0.562802,0.0450886,0.0442834,0.938808,0.0169082,1,0,0,0.0161031,0.0161031
PERFECT DIARY,2021-02-01,kids & babies,B1,1928,1650,0.039529257,952,0.749022,0.0413639,0.499721,0.414757,0.0441588,0.0441587,0.927893,0.0279486,0.997764,0.00223589,0.000558972,0.0514254,0.0217999
Lynn&Milo,2021-02-21,fashions,L3,327,273,0.024181025,1505,0.56,0.173333,0.47,0.308333,0.0483333,0.00166667,0.971667,0.0266667,1,0,0,0.0233333,0.00666667
KIDSIMLE,2021-02-08,kids & babies,L3,86,61,0.012320917,70,0.462585,0.0748299,0.462585,0.414966,0.047619,0.0136054,0.945578,0.0408163,0.993197,0.00680272,0,0.0136054,0.0272109
Pandora,2021-02-28,fashions,L1,125,100,0.099920064,90,0.711111,0.12,0.555556,0.311111,0.0133333,0.04,0.875556,0.0844444,1,0,0,0.04,0.0444444
Asics,2021-02-12,accessories,L4,359,311,0.052631579,511,0.498507,0.0119403,0.376119,0.565672,0.0462687,0.0119403,0.953731,0.0343284,0.997015,0.00298507,0,0.080597,0.179104
Asics,2021-02-14,accessories,L4,499,426,0.041212422,940,0.514595,0.0151351,0.341622,0.558919,0.0843243,0.0367568,0.94054,0.0227027,1,0,0.00108108,0.0767568,0.131892
Cici Beauty,2021-02-15,fashions,B2,2,2,5.05318E-05,1637,0.75,0,0,1,0,0,1,0,1,0,0,0.25,0
HairCode,2021-02-13,fashions,B1,308,280,0.00652736,0,0.523809,0.0119048,0.180272,0.481293,0.326531,0.0085034,0.982993,0.0085034,0.923469,0.0765306,0,0.0561225,0
NanluoFeiMao,2021-02-19,kids & babies,L5,710,592,0.074611181,1133,0.370968,0.122888,0.160522,0.664362,0.0522273,0.00691244,0.963902,0.0291859,1,0,0,0.0184332,0.0184332
ShiningHouse,2021-02-19,jewelry,L1,36,32,0.006353689,96,0.544118,0.0441176,0.411765,0.514706,0.0294118,0.0294118,0.838235,0.132353,1,0,0,0.0147059,0.0147059
Asics,2021-02-16,accessories,L4,369,306,0.044732695,592,0.468148,0.0281482,0.343704,0.562963,0.0651852,0.0296296,0.942222,0.0281481,1,0,0.00148148,0.0740741,0.125926
Miniso,2021-02-06,kids & babies,B1,1726,2174,0.051600945,4146,0.748718,0.0864103,0.494615,0.352821,0.0661539,0.00205128,0.984359,0.0135897,0.999487,0.00051282,0.00051282,0.014359,0.00641026
Miniso,2021-02-11,kids & babies,B1,705,907,0.064236902,1232,0.743176,0.0961538,0.510546,0.33995,0.0533499,0.00310174,0.967742,0.0291563,0.99938,0.000620347,0.000620347,0.0173697,0.0105459
ZARA,2021-02-20,facilities,L1,1392,1348,0.084384093,363,0.568978,0.0572993,0.579197,0.327737,0.0357664,0.020438,0.907299,0.0722628,1,0,0,0.0624088,0.0193431
PERFECT DIARY,2021-02-02,kids & babies,B1,2364,1890,0.043781021,1134,0.748942,0.045134,0.487071,0.429713,0.0380818,0.0376117,0.937,0.0253879,0.99953,0.000470146,0,0.0503056,0.0267983
