store_name,date,type,floor,enter_number,enter_rate,female_number,female_rate,male_number,male_rate,teenager_number,teenager_rate,youth_number,youth_rate,middle-aged_number,middle-aged_rate,senior_number,senior_rate,dropdown
AIMERKIDS,2021-02-15,kids_babies,L3,82,1,40,48,42,52,10,12,11,29,31 ,38,2,21,
AIMERKIDS,2021-02-16,kids_babies,L3,96,1,61,63,35,37,10,11,17,29,46 ,48,2,13,
AIMERKIDS,2021-02-17,kids_babies,L3,95,1,57,60,38,40,11,12,19,32,46 ,48,1,8,
AIMERKIDS,2021-02-18,kids_babies,L3,46,1,32,70,14,30,5,11,12,36,18 ,39,2,14,
AIMERKIDS,2021-02-19,kids_babies,L3,63,2,37,58,26,42,8,13,11,31,31 ,49,1,8,
AIMERKIDS,2021-02-20,kids_babies,L3,67,2,43,64,24,36,6,9,16,38,26 ,39,2,14,
AIMERKIDS,2021-02-21,kids_babies,L3,69,1,38,56,31,44,6,9,15,40,28 ,40,2,11,
AIMERKIDS,2021-02-22,kids_babies,L3,44,2,31,72,13,28,3,6,15,47,18 ,40,1,8,
AIMERKIDS,2021-02-23,kids_babies,L3,66,2,43,65,23,35,8,12,17,40,27 ,41,1,7,
AIMERKIDS,2021-02-24,kids_babies,L3,45,1,30,67,15,33,5,10,12,40,17 ,37,2,12,
AIMERKIDS,2021-02-25,kids_babies,L3,53,2,31,58,22,42,3,6,11,37,24 ,45,1,12,
AIMERKIDS,2021-02-26,kids_babies,L3,52,1,30,58,22,42,8,14,11,38,19 ,36,1,11,
AIMERKIDS,2021-02-27,kids_babies,L3,92,1,55,60,37,40,11,12,17,32,42 ,46,2,10,
AIMERKIDS,2021-02-28,kids_babies,L3,83,1,45,54,38,46,11,13,13,28,39 ,47,1,12,
Coolzone,2021-02-01,kids_babies,L3,41,2,17,42,24,58,4,9,5,29,24 ,59,0,3,
Coolzone,2021-02-02,kids_babies,L3,74,3,26,35,48,65,5,7,11,42,36 ,49,0,1,
Coolzone,2021-02-03,kids_babies,L3,37,1,14,39,23,61,1,1,8,53,16 ,44,0,1,
Coolzone,2021-02-04,kids_babies,L3,35,1,14,39,21,61,4,11,7,48,14 ,39,0,2,
Coolzone,2021-02-05,kids_babies,L3,101,3,53,52,48,48,5,5,24,46,44 ,44,1,5,
Coolzone,2021-02-06,kids_babies,L3,108,3,38,35,70,65,16,15,15,40,44 ,41,1,4,
Coolzone,2021-02-07,kids_babies,L3,68,2,26,39,42,61,5,8,13,48,27 ,39,1,4,
Coolzone,2021-02-08,kids_babies,L3,47,2,20,42,27,58,7,14,6,28,25 ,53,0,5,
Coolzone,2021-02-09,kids_babies,L3,34,1,13,38,21,62,4,11,6,47,12 ,36,0,6,
Coolzone,2021-02-10,kids_babies,L3,48,2,16,33,32,67,9,18,5,30,23 ,47,0,5,
Coolzone,2021-02-11,kids_babies,L3,14,1,11,75,3,25,2,17,2,17,9 ,63,0,4,
Coolzone,2021-02-12,kids_babies,L3,80,2,41,51,39,49,5,7,13,31,40 ,50,2,12,
Coolzone,2021-02-13,kids_babies,L3,60,2,28,46,32,54,8,13,12,43,25 ,41,0,2,
Coolzone,2021-02-14,kids_babies,L3,71,2,33,46,38,54,8,11,12,36,30 ,42,1,10,
Coolzone,2021-02-15,kids_babies,L3,46,1,17,37,29,63,5,12,8,46,18 ,39,0,3,
Coolzone,2021-02-16,kids_babies,L3,44,1,23,52,21,48,4,9,12,51,15 ,35,1,6,
