store_name,date,type,floor,enter_number,enter_rate,female_number,female_rate,male_number,male_rate,teenager_number,teenager_rate,youth_number,youth_rate,middle-aged_number,middle-aged_rate,senior_number,senior_rate,dropdown
DuniangHotpot,2021-02-12,consumer_electronics,B1,283,2,139,49,144,51,6,2,50,36,133 ,47,7,15,
DuniangHotpot,2021-02-13,consumer_electronics,B1,523,2,235,45,288,55,5,1,74,31,267 ,51,13,17,
DuniangHotpot,2021-02-14,consumer_electronics,B1,865,3,396,46,469,54,10,1,131,33,441 ,51,19,14,
DuniangHotpot,2021-02-15,consumer_electronics,B1,539,2,232,43,307,57,7,1,78,34,264 ,49,12,16,
DuniangHotpot,2021-02-16,consumer_electronics,B1,720,3,296,41,424,59,3,0,100,34,382 ,53,13,13,
DuniangHotpot,2021-02-17,consumer_electronics,B1,295,1,125,42,170,58,3,1,45,36,153 ,52,5,11,
DuniangHotpot,2021-02-18,consumer_electronics,B1,337,7,131,39,206,61,2,1,53,40,158 ,47,6,12,
DuniangHotpot,2021-02-19,consumer_electronics,B1,403,4,153,38,250,62,4,1,48,31,149 ,37,15,30,
DuniangHotpot,2021-02-20,consumer_electronics,B1,495,5,188,38,307,62,5,1,57,31,257 ,52,10,17,
DuniangHotpot,2021-02-21,consumer_electronics,B1,392,2,146,37,246,63,6,1,56,38,161 ,41,11,20,
DuniangHotpot,2021-02-22,consumer_electronics,B1,216,4,90,42,126,58,1,0,39,43,84 ,39,7,18,
DuniangHotpot,2021-02-23,consumer_electronics,B1,249,6,88,35,161,65,5,2,39,44,92 ,37,7,17,
DuniangHotpot,2021-02-24,consumer_electronics,B1,241,4,81,34,160,66,2,1,43,53,96 ,40,3,7,
DuniangHotpot,2021-02-25,consumer_electronics,B1,143,3,68,48,75,52,5,3,32,47,60 ,42,2,8,
DuniangHotpot,2021-02-26,consumer_electronics,B1,306,3,133,44,173,56,6,2,48,36,159 ,52,5,10,
DuniangHotpot,2021-02-27,consumer_electronics,B1,714,3,318,44,396,56,3,0,105,33,314 ,44,24,23,
DuniangHotpot,2021-02-28,consumer_electronics,B1,344,2,106,31,238,69,4,1,34,32,138 ,40,9,27,
Dyson,2021-02-01,consumer_electronics,B1,6,0,5,80,1,20,0,0,1,30,3 ,50,0,20,
Dyson,2021-02-02,consumer_electronics,B1,22,0,10,48,12,53,1,5,4,38,10 ,45,0,13,
Dyson,2021-02-03,consumer_electronics,B1,15,0,7,44,8,56,0,3,2,33,8 ,56,0,8,
Dyson,2021-02-04,consumer_electronics,B1,18,0,12,66,6,34,1,3,5,41,9 ,52,0,3,
Dyson,2021-02-05,consumer_electronics,B1,17,0,7,42,10,58,0,0,3,39,9 ,55,0,6,
Dyson,2021-02-06,consumer_electronics,B1,99,0,49,49,50,51,1,1,24,50,43 ,43,2,6,
Dyson,2021-02-07,consumer_electronics,B1,54,0,29,53,25,47,1,2,11,40,30 ,55,0,3,
Dyson,2021-02-08,consumer_electronics,B1,39,0,22,58,17,42,1,2,11,47,17 ,44,1,8,
Dyson,2021-02-09,consumer_electronics,B1,58,0,29,50,29,50,0,0,14,49,27 ,47,1,4,
Dyson,2021-02-10,consumer_electronics,B1,107,0,46,43,61,57,3,3,18,40,56 ,52,1,5,
Dyson,2021-02-11,consumer_electronics,B1,12,0,7,62,5,38,1,7,2,21,9 ,72,0,0,
Dyson,2021-02-12,consumer_electronics,B1,64,0,31,49,33,51,3,5,12,39,33 ,52,1,5,
Dyson,2021-02-13,consumer_electronics,B1,90,0,48,54,42,46,1,1,20,42,48 ,53,1,5,
Dyson,2021-02-14,consumer_electronics,B1,99,0,52,53,47,47,1,1,24,47,47 ,47,1,5,
Dyson,2021-02-15,consumer_electronics,B1,77,0,48,63,29,37,3,4,20,42,35 ,45,2,9,
Dyson,2021-02-16,consumer_electronics,B1,62,0,31,50,31,50,1,2,17,53,25 ,41,1,4,
Dyson,2021-02-17,consumer_electronics,B1,77,0,40,51,37,49,0,0,22,55,34 ,44,0,1,
Dyson,2021-02-18,consumer_electronics,B1,17,0,12,69,5,31,0,0,4,33,9 ,54,1,13,
Dyson,2021-02-19,consumer_electronics,B1,28,0,16,58,12,42,0,0,9,56,10 ,37,1,6,
Dyson,2021-02-20,consumer_electronics,B1,30,0,20,68,10,32,1,3,10,49,13 ,42,1,5,
Dyson,2021-02-21,consumer_electronics,B1,69,0,37,53,32,47,1,1,18,50,31 ,45,1,5,
Dyson,2021-02-22,consumer_electronics,B1,18,0,9,50,9,50,0,0,4,43,10 ,54,0,4,
Dyson,2021-02-23,consumer_electronics,B1,14,0,7,46,7,54,2,11,4,57,4 ,29,0,4,
Dyson,2021-02-24,consumer_electronics,B1,7,0,4,50,3,50,0,0,2,50,4 ,50,0,0,
Dyson,2021-02-25,consumer_electronics,B1,21,0,11,53,10,47,1,3,5,44,10 ,47,0,6,
Dyson,2021-02-26,consumer_electronics,B1,19,0,9,49,10,51,0,0,4,41,8 ,44,1,15,
Dyson,2021-02-27,consumer_electronics,B1,74,0,37,51,37,49,0,1,18,48,34 ,46,1,5,
Dyson,2021-02-28,consumer_electronics,B1,36,0,20,54,16,46,0,0,12,63,13 ,36,0,1,
FILAFUSION,2021-02-01,fashions,B1,295,2,163,55,132,45,1,0,83,51,130 ,44,4,5,
FILAFUSION,2021-02-02,fashions,B1,283,2,169,60,114,40,1,0,83,49,127 ,45,4,5,
FILAFUSION,2021-02-03,fashions,B1,353,3,194,55,159,45,2,1,94,48,159 ,45,6,6,
FILAFUSION,2021-02-04,fashions,B1,461,3,270,59,191,41,5,1,133,49,207 ,45,7,5,
FILAFUSION,2021-02-05,fashions,B1,481,3,283,59,198,41,2,0,138,49,212 ,44,10,7,
FILAFUSION,2021-02-06,fashions,B1,1059,3,603,57,456,43,11,1,263,44,498 ,47,23,9,
FILAFUSION,2021-02-07,fashions,B1,591,3,327,55,264,45,3,1,154,47,260 ,44,12,8,
FILAFUSION,2021-02-08,fashions,B1,691,3,405,59,286,41,6,1,190,47,311 ,45,14,8,
FILAFUSION,2021-02-09,fashions,B1,807,3,475,59,332,41,6,1,225,47,355 ,44,18,8,
FILAFUSION,2021-02-10,fashions,B1,1136,3,672,59,464,41,9,1,312,46,511 ,45,24,8,
FILAFUSION,2021-02-11,fashions,B1,446,3,233,52,213,48,4,1,114,49,196 ,44,7,6,
FILAFUSION,2021-02-12,fashions,B1,1012,3,599,59,413,41,16,2,270,45,445 ,44,24,9,
FILAFUSION,2021-02-13,fashions,B1,1101,3,673,61,428,39,8,1,290,43,528 ,48,23,8,
FILAFUSION,2021-02-14,fashions,B1,1344,3,822,61,522,39,11,1,366,45,605 ,45,35,10,
FILAFUSION,2021-02-15,fashions,B1,1040,2,659,63,381,37,11,1,278,42,489 ,47,26,9,
FILAFUSION,2021-02-16,fashions,B1,881,2,546,62,335,38,8,1,244,45,414 ,47,18,8,
FILAFUSION,2021-02-17,fashions,B1,952,2,587,62,365,38,10,1,264,45,438 ,46,21,8,
FILAFUSION,2021-02-18,fashions,B1,457,2,278,61,179,39,3,1,137,49,201 ,44,8,6,
FILAFUSION,2021-02-19,fashions,B1,473,2,298,63,175,37,5,1,153,51,194 ,41,10,6,
FILAFUSION,2021-02-20,fashions,B1,522,2,315,60,207,40,2,0,156,50,224 ,43,11,7,
FILAFUSION,2021-02-21,fashions,B1,919,3,529,58,390,42,5,1,287,54,349 ,38,21,7,
FILAFUSION,2021-02-22,fashions,B1,417,3,228,55,189,45,6,1,113,50,175 ,42,8,7,
FILAFUSION,2021-02-23,fashions,B1,470,3,279,59,191,41,2,1,142,51,197 ,42,9,7,
FILAFUSION,2021-02-24,fashions,B1,399,3,230,58,169,42,6,1,129,56,148 ,37,7,5,
FILAFUSION,2021-02-25,fashions,B1,473,3,299,63,174,37,4,1,158,53,189 ,40,10,6,
FILAFUSION,2021-02-26,fashions,B1,615,3,371,60,244,40,6,1,188,51,271 ,44,9,5,
FILAFUSION,2021-02-27,fashions,B1,1262,3,753,60,509,40,10,1,370,49,530 ,42,29,8,
FILAFUSION,2021-02-28,fashions,B1,841,3,504,60,337,40,7,1,242,48,362 ,43,19,8,
HairCode,2021-02-01,fashions,B1,94,1,37,40,57,60,2,2,11,30,46 ,49,2,18,
HairCode,2021-02-02,fashions,B1,110,1,52,47,58,53,3,3,12,23,59 ,54,2,20,
HairCode,2021-02-03,fashions,B1,128,1,66,52,62,48,5,4,22,33,67 ,52,3,12,
HairCode,2021-02-04,fashions,B1,128,1,68,53,60,47,7,5,20,29,67 ,52,3,13,
HairCode,2021-02-05,fashions,B1,155,1,83,54,72,46,2,1,27,33,68 ,44,6,22,
HairCode,2021-02-06,fashions,B1,391,1,184,47,207,53,7,2,39,21,188 ,48,11,29,
HairCode,2021-02-07,fashions,B1,246,1,117,48,129,52,8,3,28,24,103 ,42,9,31,
HairCode,2021-02-08,fashions,B1,261,1,124,47,137,53,3,1,28,23,120 ,46,9,31,
HairCode,2021-02-09,fashions,B1,294,1,127,43,167,57,4,1,24,19,135 ,46,8,33,
HairCode,2021-02-10,fashions,B1,411,1,194,47,217,53,8,2,35,18,169 ,41,14,39,
HairCode,2021-02-11,fashions,B1,189,1,79,42,110,58,6,3,15,19,79 ,42,5,35,
HairCode,2021-02-12,fashions,B1,335,1,157,47,178,53,7,2,32,20,164 ,49,9,29,
HairCode,2021-02-13,fashions,B1,308,1,161,52,147,48,4,1,29,18,148 ,48,9,33,
HairCode,2021-02-14,fashions,B1,261,0,133,51,128,49,4,2,30,22,131 ,50,8,26,
HairCode,2021-02-15,fashions,B1,344,1,150,44,194,56,4,1,25,17,175 ,51,8,31,
HairCode,2021-02-16,fashions,B1,235,1,112,48,123,53,3,1,25,22,122 ,52,6,25,
HairCode,2021-02-17,fashions,B1,311,1,142,46,169,54,4,1,24,17,152 ,49,8,33,
HairCode,2021-02-18,fashions,B1,235,1,122,52,113,48,3,1,20,16,120 ,51,6,32,
HairCode,2021-02-19,fashions,B1,152,1,77,51,75,49,4,2,15,19,73 ,48,4,31,
HairCode,2021-02-20,fashions,B1,196,1,94,48,102,52,4,2,22,24,78 ,40,8,34,
HairCode,2021-02-21,fashions,B1,360,1,181,50,179,50,8,2,36,20,158 ,44,12,34,
HairCode,2021-02-22,fashions,B1,111,1,59,53,52,47,3,3,13,22,53 ,48,4,27,
HairCode,2021-02-23,fashions,B1,137,1,73,53,64,47,4,3,26,35,70 ,51,3,10,
HairCode,2021-02-24,fashions,B1,114,1,64,56,50,44,5,4,20,32,58 ,51,3,12,
HairCode,2021-02-25,fashions,B1,110,1,52,47,58,53,4,3,18,35,55 ,50,2,12,
HairCode,2021-02-26,fashions,B1,153,1,66,43,87,57,4,3,24,36,73 ,48,3,14,
HairCode,2021-02-27,fashions,B1,297,1,161,54,136,46,4,1,52,32,134 ,45,11,22,
HairCode,2021-02-28,fashions,B1,208,1,133,64,75,36,6,3,36,27,108 ,52,7,18,
HIMO,2021-02-01,food,B1,261,2,160,61,101,39,35,14,74,46,94 ,36,3,4,
HIMO,2021-02-02,food,B1,277,2,178,64,99,36,38,14,82,46,100 ,36,3,4,
HIMO,2021-02-03,food,B1,269,2,179,66,90,34,40,15,80,45,94 ,35,4,5,
HIMO,2021-02-04,food,B1,320,2,208,65,112,35,53,16,83,40,115 ,36,7,8,
HIMO,2021-02-05,food,B1,297,2,210,71,87,29,43,14,89,42,107 ,36,6,7,
HIMO,2021-02-06,food,B1,475,1,300,63,175,37,66,14,121,40,185 ,39,9,7,
HIMO,2021-02-07,food,B1,284,1,180,64,104,36,39,14,79,44,102 ,36,5,7,
HIMO,2021-02-08,food,B1,324,1,205,63,119,37,29,9,94,46,126 ,39,6,6,
HIMO,2021-02-09,food,B1,315,1,194,61,121,39,48,15,66,34,139 ,44,4,6,
HIMO,2021-02-10,food,B1,342,1,215,63,127,37,42,12,93,43,127 ,37,7,7,
HIMO,2021-02-11,food,B1,89,1,55,62,34,38,14,15,24,44,30 ,34,2,7,
HIMO,2021-02-12,food,B1,338,1,194,58,144,42,43,13,70,36,145 ,43,6,8,
HIMO,2021-02-13,food,B1,305,1,187,61,118,39,35,11,72,38,122 ,40,7,10,
HIMO,2021-02-14,food,B1,527,1,314,60,213,41,63,12,112,36,232 ,44,9,8,
HIMO,2021-02-15,food,B1,483,1,301,62,182,38,58,12,118,39,198 ,41,9,8,
HIMO,2021-02-16,food,B1,499,1,294,59,205,41,58,12,116,40,205 ,41,10,8,
HIMO,2021-02-17,food,B1,466,1,283,61,183,39,48,10,118,42,182 ,39,10,9,
HIMO,2021-02-18,food,B1,465,2,286,61,179,39,70,15,116,41,177 ,38,7,6,
HIMO,2021-02-19,food,B1,352,2,222,63,130,37,51,14,92,42,130 ,37,6,7,
HIMO,2021-02-20,food,B1,517,2,336,65,181,35,77,15,135,40,202 ,39,8,6,
HIMO,2021-02-21,food,B1,601,2,331,55,270,45,92,15,133,40,222 ,37,9,7,
HIMO,2021-02-22,food,B1,342,2,212,62,130,38,53,15,98,46,109 ,32,6,7,
HIMO,2021-02-23,food,B1,365,3,233,64,132,36,58,16,107,46,120 ,33,5,5,
HIMO,2021-02-24,food,B1,414,3,261,63,153,37,60,15,112,43,153 ,37,6,5,
HIMO,2021-02-25,food,B1,394,2,238,60,156,40,56,14,99,42,142 ,36,8,8,
HIMO,2021-02-26,food,B1,387,2,249,64,138,36,55,14,108,44,132 ,34,9,8,
HIMO,2021-02-27,food,B1,623,2,363,58,260,42,79,13,144,40,255 ,41,10,7,
HIMO,2021-02-28,food,B1,563,2,352,63,211,37,70,12,142,40,220 ,39,12,9,
INMIX,2021-02-01,fashions,B1,524,1,279,53,245,47,22,4,150,54,204 ,39,4,3,
INMIX,2021-02-02,fashions,B1,712,2,390,55,322,45,27,4,193,49,306 ,43,8,4,
INMIX,2021-02-03,fashions,B1,604,1,348,58,256,42,24,4,187,54,230 ,38,8,4,
INMIX,2021-02-04,fashions,B1,532,1,322,61,210,39,15,3,173,54,213 ,40,7,4,
INMIX,2021-02-05,fashions,B1,912,2,525,58,387,42,24,3,305,58,328 ,36,11,4,
INMIX,2021-02-06,fashions,B1,1764,2,883,50,881,50,74,4,478,54,635 ,36,26,5,
INMIX,2021-02-07,fashions,B1,1018,2,550,54,468,46,49,5,312,57,366 ,36,8,3,
INMIX,2021-02-08,fashions,B1,1088,2,643,59,445,41,27,2,336,52,446 ,41,14,4,
INMIX,2021-02-09,fashions,B1,1286,2,721,56,565,44,45,3,387,54,476 ,37,22,6,
INMIX,2021-02-10,fashions,B1,1534,2,833,54,701,46,52,3,446,53,598 ,39,20,4,
INMIX,2021-02-11,fashions,B1,614,2,289,47,325,53,26,4,147,51,252 ,41,6,4,
INMIX,2021-02-12,fashions,B1,2128,2,1144,54,984,46,118,6,548,48,872 ,41,29,5,
INMIX,2021-02-13,fashions,B1,2092,2,1187,57,905,43,113,5,588,50,816 ,39,34,6,
INMIX,2021-02-14,fashions,B1,2480,2,1412,57,1068,43,112,5,723,51,942 ,38,43,6,
INMIX,2021-02-15,fashions,B1,2358,2,1392,59,966,41,102,4,695,50,943 ,40,40,6,
INMIX,2021-02-16,fashions,B1,1942,2,1111,57,831,43,69,4,584,53,777 ,40,24,4,
INMIX,2021-02-17,fashions,B1,2304,2,1338,58,966,42,77,3,706,53,899 ,39,38,5,
INMIX,2021-02-18,fashions,B1,872,1,507,58,365,42,21,2,278,55,323 ,37,16,6,
INMIX,2021-02-19,fashions,B1,836,1,500,60,336,40,22,3,261,52,343 ,41,12,4,
INMIX,2021-02-20,fashions,B1,1338,2,707,53,631,47,77,6,370,52,495 ,37,18,5,
INMIX,2021-02-21,fashions,B1,1844,2,1049,57,795,43,56,3,561,53,701 ,38,34,6,
INMIX,2021-02-22,fashions,B1,800,2,450,56,350,44,14,2,256,57,288 ,36,13,5,
INMIX,2021-02-23,fashions,B1,676,1,398,59,278,41,25,4,225,57,243 ,36,9,4,
INMIX,2021-02-24,fashions,B1,620,1,348,56,272,44,14,2,196,56,229 ,37,9,4,
INMIX,2021-02-25,fashions,B1,624,1,372,60,252,40,15,2,200,54,250 ,40,8,4,
INMIX,2021-02-26,fashions,B1,890,2,525,59,365,41,28,3,274,52,356 ,40,13,5,
INMIX,2021-02-27,fashions,B1,2650,2,1535,58,1115,42,90,3,773,50,1087 ,41,43,6,
INMIX,2021-02-28,fashions,B1,1112,1,582,52,530,48,41,4,296,51,456 ,41,14,5,
JINS,2021-02-01,fashions,B1,290,3,168,58,122,42,11,4,70,41,139 ,48,5,7,
JINS,2021-02-02,fashions,B1,451,5,291,64,160,36,13,3,106,36,235 ,52,9,8,
JINS,2021-02-03,fashions,B1,367,4,225,61,142,39,15,4,78,35,198 ,54,6,7,
JINS,2021-02-04,fashions,B1,373,4,235,63,138,37,17,4,86,37,187 ,50,8,9,
JINS,2021-02-05,fashions,B1,470,4,278,59,192,41,18,4,99,35,240 ,51,9,9,
JINS,2021-02-06,fashions,B1,917,4,577,63,340,37,24,3,222,38,431 ,47,27,12,
JINS,2021-02-07,fashions,B1,500,4,308,62,192,38,17,3,119,39,240 ,48,12,10,
JINS,2021-02-08,fashions,B1,668,5,418,63,250,37,27,4,153,37,327 ,49,15,10,
JINS,2021-02-09,fashions,B1,565,3,342,61,223,39,13,2,136,40,271 ,48,13,10,
JINS,2021-02-10,fashions,B1,670,3,408,61,262,39,25,4,166,41,295 ,44,19,11,
JINS,2021-02-11,fashions,B1,250,3,157,63,93,37,12,5,59,37,123 ,49,5,9,
JINS,2021-02-12,fashions,B1,888,4,550,62,338,38,29,3,196,36,408 ,46,29,15,
JINS,2021-02-13,fashions,B1,1009,4,641,64,368,36,27,3,247,39,444 ,44,37,15,
JINS,2021-02-14,fashions,B1,1144,3,717,63,427,37,30,3,272,38,480 ,42,46,17,
JINS,2021-02-15,fashions,B1,1162,4,762,66,400,34,24,2,278,37,535 ,46,43,15,
JINS,2021-02-16,fashions,B1,942,4,620,66,322,34,20,2,236,38,462 ,49,26,11,
JINS,2021-02-17,fashions,B1,1042,4,698,67,344,33,23,2,251,36,500 ,48,34,14,
JINS,2021-02-18,fashions,B1,411,3,270,66,141,34,17,4,105,39,210 ,51,7,7,
JINS,2021-02-19,fashions,B1,373,3,232,62,141,38,6,2,97,42,183 ,49,8,8,
JINS,2021-02-20,fashions,B1,589,4,374,63,215,37,21,3,154,41,271 ,46,15,10,
JINS,2021-02-21,fashions,B1,890,4,542,61,348,39,26,3,235,43,356 ,40,31,13,
JINS,2021-02-22,fashions,B1,391,4,241,62,150,38,13,3,103,43,180 ,46,8,8,
JINS,2021-02-23,fashions,B1,346,3,219,63,127,37,10,3,85,39,176 ,51,6,8,
JINS,2021-02-24,fashions,B1,345,3,217,63,128,37,9,2,88,40,169 ,49,7,8,
JINS,2021-02-25,fashions,B1,299,3,192,64,107,36,15,5,81,42,138 ,46,5,7,
JINS,2021-02-26,fashions,B1,359,3,239,67,120,33,12,3,101,42,165 ,46,9,9,
JINS,2021-02-27,fashions,B1,952,3,619,65,333,35,24,2,267,43,409 ,43,31,11,
JINS,2021-02-28,fashions,B1,592,3,341,58,251,42,14,2,137,40,278 ,47,15,11,
KTWorld,2021-02-01,fashions,B1,256,2,69,27,187,73,8,3,25,36,146 ,57,1,4,
KTWorld,2021-02-02,fashions,B1,274,2,84,31,190,69,7,2,29,35,164 ,60,1,3,
KTWorld,2021-02-03,fashions,B1,286,2,89,31,197,69,5,2,35,40,160 ,56,1,2,
KTWorld,2021-02-04,fashions,B1,432,2,133,31,299,69,15,3,52,39,238 ,55,1,3,
KTWorld,2021-02-05,fashions,B1,407,2,125,31,282,69,16,4,46,37,228 ,56,1,3,
KTWorld,2021-02-06,fashions,B1,753,2,229,30,524,70,21,3,84,36,429 ,57,3,4,
KTWorld,2021-02-07,fashions,B1,578,2,197,34,381,66,21,4,78,40,306 ,53,3,4,
KTWorld,2021-02-08,fashions,B1,606,2,200,33,406,67,23,4,69,34,351 ,58,2,3,
KTWorld,2021-02-09,fashions,B1,659,3,216,33,443,67,18,3,78,36,382 ,58,2,3,
KTWorld,2021-02-10,fashions,B1,689,2,205,30,484,70,28,4,70,34,407 ,59,2,3,
KTWorld,2021-02-11,fashions,B1,489,4,158,32,331,68,16,3,56,35,284 ,58,2,3,
KTWorld,2021-02-12,fashions,B1,1126,3,410,36,716,64,29,3,125,30,709 ,63,6,4,
KTWorld,2021-02-13,fashions,B1,1080,2,398,37,682,63,19,2,124,31,691 ,64,4,3,
KTWorld,2021-02-14,fashions,B1,1327,3,469,35,858,65,28,2,138,30,849 ,64,6,5,
KTWorld,2021-02-15,fashions,B1,1139,2,405,36,734,64,25,2,121,30,729 ,64,4,4,
KTWorld,2021-02-16,fashions,B1,1120,3,387,35,733,65,25,2,125,32,694 ,62,5,4,
KTWorld,2021-02-17,fashions,B1,1114,3,389,35,725,65,26,2,119,31,713 ,64,3,3,
KTWorld,2021-02-18,fashions,B1,1047,4,344,33,703,67,30,3,123,36,607 ,58,5,4,
KTWorld,2021-02-19,fashions,B1,741,3,252,34,489,66,33,5,87,35,415 ,56,4,5,
KTWorld,2021-02-20,fashions,B1,922,3,299,32,623,68,31,3,107,36,516 ,56,5,5,
KTWorld,2021-02-21,fashions,B1,1242,3,402,32,840,68,27,2,145,36,708 ,57,6,4,
KTWorld,2021-02-22,fashions,B1,511,3,171,33,340,67,14,3,75,44,261 ,51,2,3,
KTWorld,2021-02-23,fashions,B1,640,3,197,31,443,69,21,3,74,38,352 ,55,3,4,
KTWorld,2021-02-24,fashions,B1,602,3,208,35,394,65,15,2,77,37,349 ,58,2,3,
KTWorld,2021-02-25,fashions,B1,588,3,185,31,403,69,24,4,72,39,318 ,54,2,3,
KTWorld,2021-02-26,fashions,B1,655,3,233,36,422,64,13,2,90,38,367 ,56,4,4,
KTWorld,2021-02-27,fashions,B1,1308,3,459,35,849,65,29,2,156,34,785 ,60,7,4,
KTWorld,2021-02-28,fashions,B1,1059,3,355,33,704,67,26,2,127,36,604 ,57,5,4,
Miniso,2021-02-01,kids_babies,B1,969,8,755,78,214,22,60,6,405,54,359 ,37,14,3,
Miniso,2021-02-02,kids_babies,B1,823,6,647,79,176,21,58,7,341,53,305 ,37,11,3,
Miniso,2021-02-03,kids_babies,B1,854,7,671,79,183,21,57,7,355,53,307 ,36,15,4,
Miniso,2021-02-04,kids_babies,B1,1028,7,815,79,213,21,81,8,449,55,339 ,33,17,4,
Miniso,2021-02-05,kids_babies,B1,1021,6,803,79,218,21,84,8,438,55,327 ,32,24,6,
Miniso,2021-02-06,kids_babies,B1,1726,5,1292,75,434,25,149,9,639,49,604 ,35,42,7,
Miniso,2021-02-07,kids_babies,B1,1332,7,1046,79,286,22,106,8,562,54,453 ,34,25,5,
Miniso,2021-02-08,kids_babies,B1,1348,6,1040,77,308,23,98,7,552,53,472 ,35,29,5,
Miniso,2021-02-09,kids_babies,B1,1467,6,1143,78,324,22,120,8,583,51,513 ,35,35,6,
Miniso,2021-02-10,kids_babies,B1,1605,5,1232,77,373,23,123,8,624,51,562 ,35,40,6,
Miniso,2021-02-11,kids_babies,B1,705,6,524,74,181,26,68,10,267,51,240 ,34,14,5,
Miniso,2021-02-12,kids_babies,B1,2020,6,1522,75,498,25,186,9,678,45,768 ,38,53,8,
Miniso,2021-02-13,kids_babies,B1,2031,5,1519,75,512,25,178,9,698,46,751 ,37,57,8,
Miniso,2021-02-14,kids_babies,B1,2365,5,1731,73,634,27,206,9,774,45,899 ,38,67,9,
Miniso,2021-02-15,kids_babies,B1,2176,5,1644,76,532,24,155,7,790,48,805 ,37,62,8,
Miniso,2021-02-16,kids_babies,B1,1834,5,1352,74,482,26,146,8,627,46,715 ,39,39,6,
Miniso,2021-02-17,kids_babies,B1,1860,5,1426,77,434,23,132,7,697,49,707 ,38,44,6,
Miniso,2021-02-18,kids_babies,B1,1277,6,1002,78,275,22,91,7,536,53,460 ,36,21,4,
Miniso,2021-02-19,kids_babies,B1,1275,7,996,78,279,22,107,8,563,57,383 ,30,26,5,
Miniso,2021-02-20,kids_babies,B1,1391,6,1071,77,320,23,123,9,587,55,445 ,32,26,4,
Miniso,2021-02-21,kids_babies,B1,1759,6,1283,73,476,27,157,9,674,53,580 ,33,39,6,
Miniso,2021-02-22,kids_babies,B1,1125,8,866,77,259,23,101,9,505,58,326 ,29,20,4,
Miniso,2021-02-23,kids_babies,B1,1066,7,838,79,228,21,74,7,462,55,352 ,33,22,5,
Miniso,2021-02-24,kids_babies,B1,1012,6,807,80,205,20,65,6,456,56,334 ,33,19,4,
Miniso,2021-02-25,kids_babies,B1,1082,7,853,79,229,21,77,7,470,55,357 ,33,20,4,
Miniso,2021-02-26,kids_babies,B1,1232,6,982,80,250,20,98,8,531,54,407 ,33,26,5,
Miniso,2021-02-27,kids_babies,B1,1928,5,1474,76,454,24,121,6,763,52,694 ,36,49,6,
Miniso,2021-02-28,kids_babies,B1,1556,6,1162,75,394,25,109,7,583,50,591 ,38,30,5,
PERFECTDIARY,2021-02-01,kids_babies,B1,1928,4,1444,75,484,25,80,4,722,50,790 ,41,32,4,
PERFECTDIARY,2021-02-02,kids_babies,B1,2364,4,1770,75,594,25,107,5,862,49,1017 ,43,33,4,
PERFECTDIARY,2021-02-03,kids_babies,B1,2334,4,1783,76,551,24,111,5,856,48,980 ,42,41,5,
PERFECTDIARY,2021-02-04,kids_babies,B1,2662,4,2090,79,572,21,124,5,1011,48,1118 ,42,55,5,
PERFECTDIARY,2021-02-05,kids_babies,B1,2984,4,2336,78,648,22,142,5,1214,52,1134 ,38,67,6,
PERFECTDIARY,2021-02-06,kids_babies,B1,5346,4,3934,74,1412,26,203,4,2119,54,1925 ,36,138,7,
PERFECTDIARY,2021-02-07,kids_babies,B1,3266,4,2453,75,813,25,165,5,1248,51,1274 ,39,57,5,
PERFECTDIARY,2021-02-08,kids_babies,B1,4138,5,3140,76,998,24,160,4,1589,51,1655 ,40,91,6,
PERFECTDIARY,2021-02-09,kids_babies,B1,4502,5,3440,76,1062,24,187,4,1797,52,1666 ,37,110,6,
PERFECTDIARY,2021-02-10,kids_babies,B1,5318,5,3866,73,1452,27,228,4,1991,52,2021 ,38,131,7,
PERFECTDIARY,2021-02-11,kids_babies,B1,1962,4,1393,71,569,29,141,7,692,50,746 ,38,37,5,
PERFECTDIARY,2021-02-12,kids_babies,B1,5344,4,3796,71,1548,29,271,5,1977,52,1870 ,35,160,8,
PERFECTDIARY,2021-02-13,kids_babies,B1,6044,4,4248,70,1796,30,283,5,2155,51,2236 ,37,160,7,
PERFECTDIARY,2021-02-14,kids_babies,B1,7878,5,5413,69,2465,31,335,4,2825,52,2757 ,35,245,9,
PERFECTDIARY,2021-02-15,kids_babies,B1,6836,4,4946,72,1890,28,337,5,2568,52,2393 ,35,212,8,
PERFECTDIARY,2021-02-16,kids_babies,B1,5578,4,4095,73,1483,27,253,5,2102,51,2064 ,37,140,7,
PERFECTDIARY,2021-02-17,kids_babies,B1,5832,4,4313,74,1519,26,262,5,2201,51,2158 ,37,155,7,
PERFECTDIARY,2021-02-18,kids_babies,B1,3864,5,2899,75,965,25,187,5,1491,51,1468 ,38,83,6,
PERFECTDIARY,2021-02-19,kids_babies,B1,3594,5,2695,75,899,25,197,5,1385,51,1366 ,38,75,5,
PERFECTDIARY,2021-02-20,kids_babies,B1,3940,5,2981,76,959,24,211,5,1588,53,1340 ,34,110,7,
PERFECTDIARY,2021-02-21,kids_babies,B1,5068,4,3579,71,1489,29,268,5,2014,56,1571 ,31,143,7,
PERFECTDIARY,2021-02-22,kids_babies,B1,2796,5,2106,75,690,25,181,6,1110,53,979 ,35,64,6,
PERFECTDIARY,2021-02-23,kids_babies,B1,2614,5,1976,76,638,24,161,6,994,50,967 ,37,61,6,
